tab 	pmag_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_method_codes	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_b	specimen_b_beta	specimen_b_sigma	specimen_correction	specimen_dang	specimen_description	specimen_direction_type	specimen_drats	specimen_f	specimen_fvds	specimen_int	specimen_int_mad	specimen_int_n	specimen_int_ptrm_n	specimen_lab_field_dc	specimen_md	specimen_q	specimen_rsc
This study	564	0564x081101	0564x	0564x0811011	0564x0811011 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	798	373	K	-0.383	0.014	0.005	u	2.7	Recalculated from original measurements; supercedes published results.	l	16.1	0.95	0.922	1.533e-05	2.7	16	8	4e-05	2	62.5	0.9972
This study	564	0564x081101	0564x	0564x0811012	0564x0811012 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	823	373	K	-0.379	0.018	0.007	u	3.3	Recalculated from original measurements; supercedes published results.	l	18.7	0.961	0.898	1.517e-05	4	17	8	4e-05	1	50.8	0.9954
This study	564	0564x093p02	0564x	0564x093p021	0564x093p021 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	823	523	K	-0.308	0.014	0.004	u	3.4	Recalculated from original measurements; supercedes published results.	l	7.3	0.887	0.661	1.541e-05	8.9	13	9	5e-05	-1	55.9	0.998
This study	564	0564x093p02	0564x	0564x093p022	0564x093p022 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	823	448	K	-0.373	0.018	0.007	u	3.9	Recalculated from original measurements; supercedes published results.	l	10.4	0.972	0.731	1.863e-05	7.1	16	7	5e-05	-1	46.6	0.9955
This study	572	0572d341000	0572d	0572d3410002	0572d3410002 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	773	648	K	-1.225	0.09	0.11	u	18.6	Recalculated from original measurements; supercedes published results.	l	10.7	0.282	0.317	3.675e-05	7.6	6	6	3e-05	-1	2.2	0.9679
This study	573	0573b431p01	0573b	0573b431p012	0573b431p012 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	698	573	K	-0.112	0.071	0.008	u	22.4	Recalculated from original measurements; supercedes published results.	l	12.5	0.35	0.306	3.365e-06	18	5	5	3e-05	-1	3.5	0.9847
This study	573	0573b431p02	0573b	0573b431p021	0573b431p021 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	573	373	K	-0.169	0.254	0.043	u	46.5	Recalculated from original measurements; supercedes published results.	l	4.4	0.495	0.247	5.072e-06	8.5	5	2	3e-05	-1	1.5	0.8158
This study	573	0573b431p02	0573b	0573b431p022	0573b431p022 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	573	373	K	-0.289	0.245	0.071	u	15	Recalculated from original measurements; supercedes published results.	l	2.1	0.664	0.388	8.67e-06	10.8	5	2	3e-05	-1	2	0.8278
This study	706	0706c021009	0706c	0706c0210093	0706c0210093 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	373	K	-0.262	0.037	0.01	u	2.3	Recalculated from original measurements; supercedes published results.	l	2.1	0.928	0.903	6.561e-06	4.1	16	7	2.5e-05	-1	22.9	0.9807
This study	706	0706c021071	0706c	0706c0210711	0706c0210711 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	373	K	-0.289	0.169	0.049	u	11.9	Recalculated from original measurements; supercedes published results.	l	8.6	1.071	0.19	7.233e-06	16.9	16	7	2.5e-05	-1	5.6	0.6409
This study	706	0706c021071	0706c	0706c0210713	0706c0210713 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	373	K	-0.329	0.042	0.014	u	4	Recalculated from original measurements; supercedes published results.	l	11.1	0.728	0.843	8.236e-06	2.3	12	6	2.5e-05	-1	15.4	0.9823
This study	706	0706c021071	0706c	0706c0210714	0706c0210714 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	723	373	K	-0.19	0.068	0.013	u	10.3	Recalculated from original measurements; supercedes published results.	l	18.9	0.872	0.279	7.597e-06	18.7	14	7	4e-05	5	9.9	0.945
This study	706	0706c021071	0706c	0706c0210715	0706c0210715 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	698	373	K	-0.175	0.068	0.012	u	3.7	Recalculated from original measurements; supercedes published results.	l	10.6	0.82	0.338	7.002e-06	16.3	12	6	4e-05	12	10.2	0.9544
This study	706	0706c021071	0706c	0706c0210716	0706c0210716 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	773	373	K	-0.13	0.049	0.006	u	10.9	Recalculated from original measurements; supercedes published results.	l	26.1	0.823	0.381	5.218e-06	19	15	7	4e-05	12	15	0.9691
This study	706	0706c021093	0706c	0706c0210932	0706c0210932 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	373	K	-0.357	0.027	0.01	u	6.7	Recalculated from original measurements; supercedes published results.	l	43.9	0.543	0.79	8.93e-06	2.7	12	6	2.5e-05	-1	17.6	0.9928
This study	706	0706c021093	0706c	0706c0210933	0706c0210933 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	798	373	K	-0.152	0.043	0.007	u	8.4	Recalculated from original measurements; supercedes published results.	l	16.2	0.984	0.585	6.065e-06	9.1	16	8	4e-05	7	20.9	0.974
This study	706	0706c021093	0706c	0706c0210934	0706c0210934 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	773	373	K	-0.13	0.069	0.009	u	7.3	Recalculated from original measurements; supercedes published results.	l	20.9	0.991	0.439	5.194e-06	10.1	15	7	4e-05	3	12.8	0.939
This study	706	0706c021095	0706c	0706c0210951	0706c0210951 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	648	523	K	-0.117	0.083	0.01	u	15.7	Recalculated from original measurements; supercedes published results.	l	3.1	0.41	0.164	2.924e-06	16.5	6	6	2.5e-05	-1	3.9	0.9728
This study	706	0706c022039	0706c	0706c0220391	0706c0220391 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	523	K	-0.475	0.056	0.027	u	21.6	Recalculated from original measurements; supercedes published results.	l	6.9	0.432	0.215	1.188e-05	6	7	6	2.5e-05	-1	6.4	0.9842
This study	706	0706c022039	0706c	0706c0220392	0706c0220392 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	398	K	-0.584	0.03	0.018	u	8.1	Recalculated from original measurements; supercedes published results.	l	2.9	0.597	0.581	1.459e-05	6.5	11	6	2.5e-05	-1	17.6	0.9917
This study	706	0706c022039	0706c	0706c0220393	0706c0220393 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	798	373	K	-0.101	0.049	0.005	u	15.6	Recalculated from original measurements; supercedes published results.	l	39.1	0.888	0.287	4.048e-06	19.8	16	8	4e-05	9	15.7	0.9661
This study	706	0706c022039	0706c	0706c0220394	0706c0220394 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	698	373	K	-0.138	0.049	0.007	u	23.7	Recalculated from original measurements; supercedes published results.	l	18.4	0.819	0.263	5.503e-06	22.3	12	6	4e-05	6	15.1	0.9763
This study	706	0706c022039	0706c	0706c0220395	0706c0220395 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	698	373	K	-0.179	0.061	0.011	u	9.2	Recalculated from original measurements; supercedes published results.	l	19.1	0.959	0.521	7.143e-06	6.4	12	6	4e-05	7	14.1	0.9634
This study	706	0706c022095	0706c	0706c0220952	0706c0220952 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	373	K	-0.259	0.071	0.018	u	6.8	Recalculated from original measurements; supercedes published results.	l	25	0.695	0.895	6.478e-06	2.4	12	6	2.5e-05	-1	8.8	0.9503
This study	706	0706c022095	0706c	0706c0220953	0706c0220953 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	823	373	K	-0.129	0.052	0.007	u	7.2	Recalculated from original measurements; supercedes published results.	l	18.4	1.044	0.503	5.177e-06	9	17	8	4e-05	7	17.7	0.9593
This study	706	0706c022095	0706c	0706c0220954	0706c0220954 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	773	373	K	-0.158	0.032	0.005	u	11.8	Recalculated from original measurements; supercedes published results.	l	12.6	0.928	0.549	6.336e-06	9.5	15	7	4e-05	8	26	0.9863
This study	706	0706c022095	0706c	0706c0220955	0706c0220955 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	723	373	K	-0.188	0.028	0.005	u	9.8	Recalculated from original measurements; supercedes published results.	l	13.5	0.82	0.442	7.528e-06	11.1	13	6	4e-05	5	26	0.9913
This study	706	0706c052074	0706c	0706c0520741	0706c0520741 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	573	K	-0.157	0.055	0.009	u	9.1	Recalculated from original measurements; supercedes published results.	l	14.9	0.467	0.326	3.917e-06	6.4	7	7	2.5e-05	-1	7.1	0.9849
This study	706	0706c052074	0706c	0706c0520742	0706c0520742 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	698	523	K	-0.138	0.141	0.019	u	3.1	Recalculated from original measurements; supercedes published results.	l	13.1	0.585	0.406	3.443e-06	3.9	7	6	2.5e-05	-1	3.3	0.9037
This study	706	0706c052103	0706c	0706c0521031	0706c0521031 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	548	K	-0.135	0.034	0.005	u	1.5	Recalculated from original measurements; supercedes published results.	l	0.5	0.576	0.346	3.372e-06	3.5	8	7	2.5e-05	-1	14.7	0.9933
This study	706	0706c052103	0706c	0706c0521032	0706c0521032 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	523	K	-0.257	0.076	0.02	u	7.6	Recalculated from original measurements; supercedes published results.	l	13.7	0.425	0.415	6.436e-06	1.6	6	6	2.5e-05	-1	4.5	0.9771
This study	706	0706c052103	0706c	0706c0521033	0706c0521033 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	523	K	-0.257	0.042	0.011	u	14.2	Recalculated from original measurements; supercedes published results.	l	8.4	0.444	0.401	6.423e-06	7.2	6	6	2.5e-05	-1	8.3	0.9928
This study	706	0706c053044	0706c	0706c0530441	0706c0530441 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	498	K	-0.287	0.046	0.013	u	12.4	Recalculated from original measurements; supercedes published results.	l	3.2	0.776	0.467	7.177e-06	5.8	11	7	2.5e-05	-1	15.1	0.9809
This study	706	0706c053044	0706c	0706c0530442	0706c0530442 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	373	K	-0.181	0.038	0.007	u	12.2	Recalculated from original measurements; supercedes published results.	l	7.5	0.747	0.744	4.518e-06	8.4	12	6	2.5e-05	-1	17.8	0.9858
This study	706	0706c077010	0706c	0706c0770101	0706c0770101 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	773	623	K	-0.091	0.082	0.007	u	30.1	Recalculated from original measurements; supercedes published results.	l	5	0.357	0.15	2.269e-06	24.3	7	8	2.5e-05	-1	3.4	0.9663
This study	706	0706c077010	0706c	0706c0770102	0706c0770102 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	798	473	K	-0.271	0.051	0.014	u	1.7	Recalculated from original measurements; supercedes published results.	l	5.5	0.838	0.342	6.784e-06	11	14	8	2.5e-05	-1	14.9	0.9692
This study	706	0706c077010	0706c	0706c0770103	0706c0770103 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	773	373	K	-0.188	0.044	0.008	u	3.8	Recalculated from original measurements; supercedes published results.	l	1	1.007	0.796	4.696e-06	5.9	17	8	2.5e-05	-1	21.1	0.9709
This study	706	0706c077010	0706c	0706c0770104	0706c0770104 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	523	K	-0.113	0.104	0.012	u	4	Recalculated from original measurements; supercedes published results.	l	2.6	0.56	0.261	2.828e-06	12.8	9	7	2.5e-05	-1	4.6	0.9252
This study	758	0758a676063	0758a	0758a6760631	0758a6760631 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	598	423	K	-5.623	0.289	1.627	u	13.5	Recalculated from original measurements; supercedes published results.	l	33.8	0.591	0.416	0.0001406	2.6	8	5	2.5e-05	-1	1.6	0.5609
This study	758	0758a676063	0758a	0758a6760632	0758a6760632 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	598	473	K	-2.451	0.196	0.481	u	6	Recalculated from original measurements; supercedes published results.	l	49.1	0.492	0.435	6.128e-05	1.8	6	5	2.5e-05	-1	1.9	0.8518
This study	758	0758a702003	0758a	0758a7020031	0758a7020031 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	448	K	-1.521	0.035	0.053	u	2.8	Recalculated from original measurements; supercedes published results.	l	1.1	0.342	0.644	3.803e-05	5.3	9	6	2.5e-05	-1	7.8	0.9914
This study	758	0758a702003	0758a	0758a7020032	0758a7020032 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	573	K	-0.809	0.116	0.094	u	1.2	Recalculated from original measurements; supercedes published results.	l	1.5	0.787	0.502	2.021e-05	2.2	8	6	2.5e-05	-1	5.8	0.9208
This study	758	0758a702017	0758a	0758a7020172	0758a7020172 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	373	K	-0.772	0.102	0.079	u	3.7	Recalculated from original measurements; supercedes published results.	l	11.4	0.784	0.509	1.931e-05	8.2	15	6	2.5e-05	-1	5.9	0.8689
This study	758	0758a702052	0758a	0758a7020522	0758a7020522 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	373	K	-1.009	0.03	0.03	u	4.1	Recalculated from original measurements; supercedes published results.	l	4.6	0.656	0.589	2.523e-05	3.8	13	5	2.5e-05	-1	17.8	0.9901
This study	758	0758a702052	0758a	0758a7020523	0758a7020523 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	698	473	K	-1.104	0.045	0.049	u	1	Recalculated from original measurements; supercedes published results.	l	6.5	0.707	0.743	2.76e-05	1.7	9	6	2.5e-05	-1	11.3	0.986
This study	758	0758a712037	0758a	0758a7120371	0758a7120371 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	523	K	-1.858	0.01	0.019	u	2.8	Recalculated from original measurements; supercedes published results.	l	10.9	0.627	0.776	4.646e-05	1.7	9	6	2.5e-05	-1	53.6	0.9993
This study	758	0758a712037	0758a	0758a7120372	0758a7120372 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	473	K	-3.078	0.039	0.12	u	7.9	Recalculated from original measurements; supercedes published results.	l	14.6	0.491	0.726	7.696e-05	1.9	8	6	2.5e-05	-1	9.8	0.9909
This study	758	0758a713045	0758a	0758a7130451	0758a7130451 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	448	K	-1.016	0.027	0.027	u	3	Recalculated from original measurements; supercedes published results.	l	4.9	0.66	0.828	2.54e-05	5.4	13	6	2.5e-05	-1	19.6	0.9922
This study	758	0758a713045	0758a	0758a7130452	0758a7130452 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	698	373	K	-1.384	0.053	0.074	u	6.7	Recalculated from original measurements; supercedes published results.	l	14.9	0.552	0.928	3.461e-05	3.8	13	6	2.5e-05	-1	8.8	0.969
This study	758	0758a713045	0758a	0758a7130453	0758a7130453 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:SM-TTEST:IE-TT	798	373	K	-0.693	0.038	0.027	u	2.2	Recalculated from original measurements; supercedes published results.	l	33.7	1.055	0.877	2.77e-05	4.3	16	8	4e-05	6	24.1	0.9794
This study	758	0758a713045	0758a	0758a7130454	0758a7130454 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	798	373	K	-0.648	0.02	0.013	u	2.9	Recalculated from original measurements; supercedes published results.	l	31.8	0.998	0.851	2.591e-05	4.4	16	8	4e-05	4	44	0.9945
This study	758	0758a714054	0758a	0758a7140541	0758a7140541 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	723	473	K	-0.511	0.058	0.03	u	9	Recalculated from original measurements; supercedes published results.	l	16.1	0.671	0.659	1.279e-05	4.7	11	6	2.5e-05	-1	9.8	0.9701
This study	758	0758a714054	0758a	0758a7140542	0758a7140542 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	698	373	K	-1.29	0.038	0.049	u	2.3	Recalculated from original measurements; supercedes published results.	l	25.3	0.668	0.952	3.224e-05	1.8	13	6	2.5e-05	-1	14.8	0.984
This study	758	0758a714054	0758a	0758a7140543	0758a7140543 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	698	473	K	-1.424	0.058	0.083	u	2.7	Recalculated from original measurements; supercedes published results.	l	22.4	0.692	0.856	3.561e-05	3.6	9	6	2.5e-05	-1	9.9	0.9766
This study	758	0758a714093	0758a	0758a7140933	0758a7140933 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	373	K	-1.442	0.025	0.036	u	1.8	Recalculated from original measurements; supercedes published results.	l	15.4	0.839	0.896	3.605e-05	2.1	16	6	2.5e-05	-1	29.7	0.9915
This study	758	0758a714093	0758a	0758a7140934	0758a7140934 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	698	373	K	-1.155	0.042	0.048	u	5	Recalculated from original measurements; supercedes published results.	l	14.2	0.643	0.816	2.888e-05	3.9	13	6	2.5e-05	-1	12.6	0.9808
This study	758	0758a714093	0758a	0758a7140935	0758a7140935 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	698	373	K	-1.253	0.046	0.058	u	5.3	Recalculated from original measurements; supercedes published results.	l	16.5	0.582	0.887	3.131e-05	2.4	13	6	2.5e-05	-1	10.4	0.9768
This study	758	0758a723117	0758a	0758a7231171	0758a7231171 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	673	498	K	-4.651	0.03	0.139	u	3.2	Recalculated from original measurements; supercedes published results.	l	44.2	0.507	0.465	0.0001163	1.8	8	5	2.5e-05	-1	14.4	0.9947
This study	758	0758a723117	0758a	0758a7231172	0758a7231172 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	623	473	K	-0.854	0.049	0.042	u	5.8	Recalculated from original measurements; supercedes published results.	l	7.8	0.379	0.447	2.136e-05	7.2	7	5	2.5e-05	-1	5.8	0.9879
This study	765	0765c631004	0765c	0765c6310042	0765c6310042 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	773	523	K	-0.175	0.055	0.01	u	9.6	Recalculated from original measurements; supercedes published results.	l	27	0.823	0.558	4.363e-06	7.4	11	7	2.5e-05	-1	12.6	0.973
This study	765	0765c631004	0765c	0765c6310043	0765c6310043 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	798	373	K	-0.128	0.03	0.004	u	11.9	Recalculated from original measurements; supercedes published results.	l	33.9	0.936	0.52	3.188e-06	19.3	18	7	2.5e-05	-1	26.9	0.9854
This study	765	0765c631004	0765c	0765c6310044	0765c6310044 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	573	K	-0.305	0.085	0.026	u	2.9	Recalculated from original measurements; supercedes published results.	l	15	0.552	0.655	7.62e-06	3.6	8	6	2.5e-05	-1	5.2	0.9571
This study	765	0765c631051	0765c	0765c6310514	0765c6310514 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	573	K	-0.159	0.048	0.008	u	6.4	Recalculated from original measurements; supercedes published results.	l	22.2	0.569	0.409	3.971e-06	5.7	8	7	2.5e-05	-1	8.1	0.9862
This study	765	0765c631051	0765c	0765c6310515	0765c6310515 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	698	448	K	-0.15	0.106	0.016	u	10.9	Recalculated from original measurements; supercedes published results.	l	7.6	0.383	0.545	3.759e-06	15	10	5	2.5e-05	-1	2.6	0.9121
This study	765	0765c631052	0765c	0765c6310526	0765c6310526 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-BT-IZZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-MD:LP-PI-BT-IZZI:IE-TT	823	373	K	-0.123	0.047	0.006	u	12.6	Recalculated from original measurements; supercedes published results.	l	23.7	0.987	0.313	4.917e-06	24.9	17	8	4e-05	10	17.5	0.9674
This study	765	0765c631055	0765c	0765c6310552	0765c6310552 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	623	373	K	-0.138	0.202	0.028	u	77.3	Recalculated from original measurements; supercedes published results.	l	7.4	0.52	0.273	3.438e-06	11.8	11	5	2.5e-05	-1	2.2	0.6675
This study	765	0765c631055	0765c	0765c6310553	0765c6310553 : LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-ZI	LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	748	573	K	-0.13	0.078	0.01	u	7.1	Recalculated from original measurements; supercedes published results.	l	35.1	0.463	0.205	3.246e-06	16.9	8	7	2.5e-05	-1	4.1	0.9636
