tab	pmag_specimens
er_specimen_name	er_sample_name	er_site_name	er_location_name	er_analyst_mail_names	er_citation_names	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_b	specimen_b_beta	specimen_b_sigma	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_drats	specimen_f	specimen_fvds	specimen_gamma	specimen_inc	specimen_int	specimen_int_mad	specimen_int_n	specimen_int_ptrm_n	specimen_lab_field_dc	specimen_mad	specimen_md	specimen_n	specimen_q	specimen_rsc	specimen_tilt_correction
mc167e1	mc167e	mc167	McMurdo	Lisa Tauxe	This study	mc167e1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		184.7	l					73.2						0.9		13			0
mc167e2	mc167e	mc167	McMurdo	Lisa Tauxe	This study	mc167e2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	853	423	K		-1.702	0.033	0.057		u	0.3	195.2	l	17.3	0.9	0.908	0.5	73.3	0.000042548	1.3	15	7	0.000025		-1		24.1	0.9857	-1
mc167f2	mc167f	mc167	McMurdo	Lisa Tauxe	This study	mc167f2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.01	T					A	u		185.3	l					72.8						0.7		12			0
mc167h1	mc167h	mc167	McMurdo	Lisa Tauxe	This study	mc167h1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		185.9	l					73.1						0.9		13			0
mc167j1	mc167j	mc167	McMurdo	Lisa Tauxe	This study	mc167j1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.01	T					A	u		187.0	l					70.8						1.9		12			0
mc167k1	mc167k	mc167	McMurdo	Lisa Tauxe	This study	mc167k1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	843	423	K		-1.709	0.026	0.044		u	1.4	217.0	l	13	0.854	0.86	3.8	53.6	0.000042723	2.5	14	7	0.000025		-1		29.7	0.9921	-1
mc168a1	mc168a	mc168	McMurdo	Lisa Tauxe	This study	mc168a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	573	K		-0.233	0.127	0.03		u	0.6	185.7	l	28.5	0.714	0.424	2.4	63.7	0.0000058325	5.7	9	5	0.000025		-1		4.7	0.8907	-1
mc168c1	mc168c	mc168	McMurdo	Lisa Tauxe	This study	mc168c1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.03	T					A	u		185.4	l					68.9						0.9		9			0
mc168c2	mc168c	mc168	McMurdo	Lisa Tauxe	This study	mc168c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	623	K		-0.21	0.136	0.029		u	3.7	189.5	l	24.8	0.631	0.343	1.7	59.6	0.0000052592	7.1	8	5	0.000025		-1		3.6	0.8919	-1
mc168d1	mc168d	mc168	McMurdo	Lisa Tauxe	This study	mc168d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	573	K		-0.236	0.124	0.029		u	1.7	183.5	l	31.5	0.728	0.456	1.6	64.6	0.000005896	6.3	9	5	0.000025		-1		4.8	0.8956	-1
mc168f1	mc168f	mc168	McMurdo	Lisa Tauxe	This study	mc168f1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	813	623	K		-0.219	0.159	0.035		u	1.9	182.7	l	29.1	0.543	0.306	3	81.1	0.0000054868	5.1	7	5	0.000025		-1		2.5	0.8772	-1
mc168h1	mc168h	mc168	McMurdo	Lisa Tauxe	This study	mc168h1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.04	T					A	u		181.3	l					69.6						1.3		8			0
mc168h2	mc168h	mc168	McMurdo	Lisa Tauxe	This study	mc168h2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	623	K		-0.208	0.141	0.029		u	1.5	176.2	l	26.6	0.643	0.332	1.1	72.6	0.0000052021	5.2	8	5	0.000025		-1		3.4	0.8847	-1
mc168i1	mc168i	mc168	McMurdo	Lisa Tauxe	This study	mc168i1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.02	T					A	u		196.2	l					69.6						1.1		10			0
mc168j1	mc168j	mc168	McMurdo	Lisa Tauxe	This study	mc168j1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.04	T					A	u		190.8	l					69.6						1.5		8			0
mc168k1	mc168k	mc168	McMurdo	Lisa Tauxe	This study	mc168k1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.04	T					A	u		198.7	l					70.8						1.8		8			0
mc170a1	mc170a	mc170	McMurdo	Lisa Tauxe	This study	mc170a1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.02	T					A	u		9.2	l					-87.3						1		10			0
mc170c2	mc170c	mc170	McMurdo	Lisa Tauxe	This study	mc170c2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.02	T					A	u		5.2	l					-88						0.5		9			0
mc170d1	mc170d	mc170	McMurdo	Lisa Tauxe	This study	mc170d1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.005	T					A	u		10.2	l					-86.7						1.6		12			0
mc170e2	mc170e	mc170	McMurdo	Lisa Tauxe	This study	mc170e2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.005	T					A	u		359.0	l					-86.1						2.4		12			0
mc170f1	mc170f	mc170	McMurdo	Lisa Tauxe	This study	mc170f1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.03	T					A	u		346.9	l					-87.9						1		8			0
mc19a	mc19a	mc19	McMurdo	Lisa Tauxe	This study	mc19a-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	423	K					A	u		156.5	l					-79.4						1.5		8			0
mc19b	mc19b	mc19	McMurdo	Lisa Tauxe	This study	mc19b-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-ZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-ZI:IE-TT	pmagpy-2.60	573	373	K		-0.63	0.073	0.046		u	4	21.0	l	3.4	0.504	0.476	0.2	-44.1	0.000025184	1.7	5	5	0.00004		-1		5.1	0.9839	-1
mc19c	mc19c	mc19	McMurdo	Lisa Tauxe	This study	mc19c-LP-DIR-AF		LP-DIR-AF:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.03	T					A	u		165.0	l					-77.2						0.8		7			0
mc19d	mc19d	mc19	McMurdo	Lisa Tauxe	This study	mc19d-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	423	K					A	u		124.1	l					-77.4						0.9		8			0
mc19e	mc19e	mc19	McMurdo	Lisa Tauxe	This study	mc19e-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFP:DA-DIR-GEO	pmagpy-2.58	823	273	K					A	u		239.7	p					-1.9						2		11			0
mc19f	mc19f	mc19	McMurdo	Lisa Tauxe	This study	mc19f-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	823	373	K					A	u		137.9	l					-79.1						0.6		10			0
mc19g	mc19g	mc19	McMurdo	Lisa Tauxe	This study	mc19g-LP-DIR-T		LP-DIR-T:SO-SIGHT:DE-BFL:DA-DIR-GEO	pmagpy-2.58	773	423	K					A	u		135.8	l					-77.1						2.3		8			0
mc200a1	mc200a	mc200	McMurdo	Lisa Tauxe	This study	mc200a1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.08	0.02	T					A	u		290.5	l					-77.9						1.4		6			0
mc200a2	mc200a	mc200	McMurdo	Lisa Tauxe	This study	mc200a2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.08	0.01	T					A	u		301.8	l					-84						0.7		8			0
mc200b1	mc200b	mc200	McMurdo	Lisa Tauxe	This study	mc200b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	873	373	K		-0.508	0.112	0.057		u	7	358.4	l	10.8	0.987	0.619	1.7	-50.5	0.000015245	6.2	11	5	0.00003		4		7.3	0.8908	-1
mc200b2	mc200b	mc200	McMurdo	Lisa Tauxe	This study	mc200b2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.01	T					A	u		340.7	l					-86.4						1.1		9			0
mc200c1	mc200c	mc200	McMurdo	Lisa Tauxe	This study	mc200c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	873	373	K		-0.492	0.111	0.055		u	8.7	354.1	l	3.4	0.96	0.593	0.9	-49.5	0.00001475	7.4	11	5	0.00003		4		7.1	0.8915	-1
mc200c2	mc200c	mc200	McMurdo	Lisa Tauxe	This study	mc200c2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.01	T					A	u		302.3	l					-82.8						0.9		9			0
mc200d1	mc200d	mc200	McMurdo	Lisa Tauxe	This study	mc200d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	873	373	K		-0.388	0.105	0.041		u	13.1	356.3	l	2.4	0.988	0.539	0.9	-42.9	0.000011645	13	11	5	0.00003		4		7.4	0.9025	-1
mc200d2	mc200d	mc200	McMurdo	Lisa Tauxe	This study	mc200d2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.01	T					A	u		265.4	l					-85.4						1		10			0
mc200h1	mc200h	mc200	McMurdo	Lisa Tauxe	This study	mc200h1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	873	373	K		-0.33	0.126	0.042		u	17.1	8.5	l	2.6	1.008	0.435	0.4	-34.1	0.0000098983	16.4	11	5	0.00003		6		6	0.8619	-1
mc200i1	mc200i	mc200	McMurdo	Lisa Tauxe	This study	mc200i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	873	373	K		-0.431	0.131	0.056		u	12.4	358.9	l	4.8	1.009	0.489	4.7	-47.9	0.000012924	10.5	11	5	0.00003		4		6.1	0.8518	-1
mc201a1	mc201a	mc201	McMurdo	Lisa Tauxe	This study	mc201a1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.005	T					A	u		250.5	l					-80						0.7		10			0
mc201b1	mc201b	mc201	McMurdo	Lisa Tauxe	This study	mc201b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	873	723	K		-0.156	0.189	0.029		u	0.6	355.4	l	35.8	0.656	0.175	0.2	-80.9	0.0000046811	4.8	6	5	0.00003		6		2.3	0.8629	-1
mc201b2	mc201b	mc201	McMurdo	Lisa Tauxe	This study	mc201b2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.005	T					A	u		226.3	l					-78.3						1.1		10			0
mc201c1	mc201c	mc201	McMurdo	Lisa Tauxe	This study	mc201c1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.005	T					A	u		238.9	l					-80						0.7		10			0
mc201d1	mc201d	mc201	McMurdo	Lisa Tauxe	This study	mc201d1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.005	T					A	u		270.1	l					-78.2						0.7		10			0
mc201e1	mc201e	mc201	McMurdo	Lisa Tauxe	This study	mc201e1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.005	T					A	u		279.6	l					-77.7						0.7		10			0
mc201j1	mc201j	mc201	McMurdo	Lisa Tauxe	This study	mc201j1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.01	T					A	u		271.4	l					-79.7						0.8		12			0
mc202b1	mc202b	mc202	McMurdo	Lisa Tauxe	This study	mc202b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	873	773	K		-0.069	0.202	0.014		u	2	15.8	l	20.3	0.58	0.085	1	-79.6	0.0000020582	8.7	5	5	0.00003		7		1.2	0.8808	-1
mc202c1	mc202c	mc202	McMurdo	Lisa Tauxe	This study	mc202c1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.015	T					A	u		339.9	l					-46						1.2		8			0
mc202d1	mc202d	mc202	McMurdo	Lisa Tauxe	This study	mc202d1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.01	T					A	u		340.9	l					-46.7						0.9		11			0
mc202f1	mc202f	mc202	McMurdo	Lisa Tauxe	This study	mc202f1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		343.9	l					-48						0.7		11			0
mc202h1	mc202h	mc202	McMurdo	Lisa Tauxe	This study	mc202h1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.015	T					A	u		339.8	l					-47.2						1.1		10			0
mc202j1	mc202j	mc202	McMurdo	Lisa Tauxe	This study	mc202j1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.02	T					A	u		340.5	l					-47.4						1.2		10			0
mc203a1	mc203a	mc203	McMurdo	Lisa Tauxe	This study	mc203a1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.005	T					A	u		145.7	l					76.8						1.3		11			0
mc203b1	mc203b	mc203	McMurdo	Lisa Tauxe	This study	mc203b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-DIR-T:SO-SUN:DE-BFP:DA-DIR-GEO	pmagpy-2.58	873	673	K					A	u		260.1	p					8.8						9.3		7			0
mc203c1	mc203c	mc203	McMurdo	Lisa Tauxe	This study	mc203c1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.005	T					A	u		132.0	l					77.7						0.7		11			0
mc203d1	mc203d	mc203	McMurdo	Lisa Tauxe	This study	mc203d1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.005	T					A	u		141.6	l					76.9						0.7		12			0
mc203g1	mc203g	mc203	McMurdo	Lisa Tauxe	This study	mc203g1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		139.2	l					75.9						1.2		13			0
mc203h1	mc203h	mc203	McMurdo	Lisa Tauxe	This study	mc203h1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		125.6	l					77.5						1.2		13			0
mc204a1	mc204a	mc204	McMurdo	Lisa Tauxe	This study	mc204a1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.01	T					A	u		96.7	l					-72.5						1.2		9			0
mc204b1	mc204b	mc204	McMurdo	Lisa Tauxe	This study	mc204b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	773	373	K		-0.717	0.186	0.134		u	15.6	15.9	l	3.7	0.78	0.562	2.6	7.3	0.000021512	10.4	7	5	0.00003		3		3.2	0.8337	-1
mc204c1	mc204c	mc204	McMurdo	Lisa Tauxe	This study	mc204c1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.12	0.015	T					A	u		97.9	l					-74.7						1.2		9			0
mc204h1	mc204h	mc204	McMurdo	Lisa Tauxe	This study	mc204h1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.02	T					A	u		85.1	l					-77.8						1		9			0
mc204k1	mc204k	mc204	McMurdo	Lisa Tauxe	This study	mc204k1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.01	T					A	u		100.7	l					-76.7						1.1		11			0
mc204l1	mc204l	mc204	McMurdo	Lisa Tauxe	This study	mc204l1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.15	0.005	T					A	u		116.2	l					-76.5						0.7		12			0
mc205a1	mc205a	mc205	McMurdo	Lisa Tauxe	This study	mc205a1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.02	T					A	u		283.4	l					-36.2						1.1		10			0
mc205a2	mc205a	mc205	McMurdo	Lisa Tauxe	This study	mc205a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	773	373	K		-1.441	0.055	0.08		u	3.7	295.7	l	20.9	0.726	0.679	2.8	-40.4	0.000043245	5.6	7	5	0.00003		3		9.5	0.9848	-1
mc205b1	mc205b	mc205	McMurdo	Lisa Tauxe	This study	mc205b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	373	K		-1.009	0.064	0.064		u	4.8	297.2	l	9	0.962	0.846	1.2	-36.4	0.000030262	4.5	9	5	0.00003		4		12.2	0.9718	-1
mc205c1	mc205c	mc205	McMurdo	Lisa Tauxe	This study	mc205c1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.02	T					A	u		286.1	l					-33.4						1.6		10			0
mc205d1	mc205d	mc205	McMurdo	Lisa Tauxe	This study	mc205d1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.01	T					A	u		283.0	l					-32.9						1.1		12			0
mc205e1	mc205e	mc205	McMurdo	Lisa Tauxe	This study	mc205e1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.005	T					A	u		283.5	l					-33.5						1.8		13			0
mc205h1	mc205h	mc205	McMurdo	Lisa Tauxe	This study	mc205h1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	373	K		-1.827	0.07	0.129		u	4.9	304.1	l	1.2	0.789	0.744	0.9	-23.5	0.000054802	4.5	9	5	0.00003		8		9.3	0.9656	-1
mc205h2	mc205h	mc205	McMurdo	Lisa Tauxe	This study	mc205h2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.02	T					A	u		286.2	l					-35.1						1.5		10			0
mc205i2	mc205i	mc205	McMurdo	Lisa Tauxe	This study	mc205i2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	373	K		-1.542	0.072	0.111		u	7.2	309.5	l	10.6	0.778	0.736	2.6	-17.5	0.000046272	6.5	9	5	0.00003		5		9.1	0.9643	-1
mc205k1	mc205k	mc205	McMurdo	Lisa Tauxe	This study	mc205k1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	823	373	K		-1.91	0.065	0.123		u	5.3	308.2	l	3.5	0.798	0.793	1.5	-20.8	0.000057307	4.6	9	5	0.00003		7		10.5	0.9711	-1
mc206a1	mc206a	mc206	McMurdo	Lisa Tauxe	This study	mc206a1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.01	T					A	u		332.0	l					-36.6						1.2		12			0
mc206b1	mc206b	mc206	McMurdo	Lisa Tauxe	This study	mc206b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	773	373	K		-2.589	0.126	0.326		u	7	302.9	l	7.4	0.736	0.657	2.3	8.2	0.000077674	5.6	7	5	0.00003		4		4.4	0.9222	-1
mc206c1	mc206c	mc206	McMurdo	Lisa Tauxe	This study	mc206c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	798	373	K		-3.171	0.095	0.302		u	7.1	307.8	l	22.7	0.799	0.747	3.2	19.6	0.00009513	3.2	8	5	0.00003		6		6.8	0.9464	-1
mc206d1	mc206d	mc206	McMurdo	Lisa Tauxe	This study	mc206d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	798	373	K		-3.863	0.149	0.575		u	6	324.6	l	44.6	0.748	0.732	2.4	36	0.00011589	2.8	8	5	0.00003		7		4	0.8714	-1
mc206e1	mc206e	mc206	McMurdo	Lisa Tauxe	This study	mc206e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	798	373	K		-4.753	0.169	0.804		u	4.9	318.9	l	77.1	0.721	0.742	2.8	38.9	0.0001426	2.5	8	5	0.00003		7		3.4	0.8356	-1
mc206f1	mc206f	mc206	McMurdo	Lisa Tauxe	This study	mc206f1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-MD-LP-PI-BT-IZZI		LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:IE-TT	pmagpy-2.60	798	373	K		-3.922	0.137	0.539		u	5.4	301.4	l	28.1	0.729	0.755	2.5	-10.6	0.00011767	3	8	5	0.00003		4		4.3	0.8899	-1
mc206g1	mc206g	mc206	McMurdo	Lisa Tauxe	This study	mc206g1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.02	T					A	u		327.0	l					-29.5						1.3		10			0
mc206h1	mc206h	mc206	McMurdo	Lisa Tauxe	This study	mc206h1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.01	T					A	u		323.1	l					-28.1						1.3		11			0
mc206i1	mc206i	mc206	McMurdo	Lisa Tauxe	This study	mc206i1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		326.1	l					-28.1						1		11			0
mc206k1	mc206k	mc206	McMurdo	Lisa Tauxe	This study	mc206k1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.18	0.015	T					A	u		325.5	l					-23.3						0.9		11			0
mc207a1	mc207a	mc207	McMurdo	Lisa Tauxe	This study	mc207a1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.06	0.005	T					A	u		43.9	l					-70.1						1.2		8			0
mc207d1	mc207d	mc207	McMurdo	Lisa Tauxe	This study	mc207d1-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.1	0.005	T					A	u		51.5	l					-70.1						1.1		10			0
mc207g2	mc207g	mc207	McMurdo	Lisa Tauxe	This study	mc207g2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.08	0.005	T					A	u		48.2	l					-73.7						1.2		9			0
mc207h2	mc207h	mc207	McMurdo	Lisa Tauxe	This study	mc207h2-LP-DIR-AF		LP-DIR-AF:SO-SUN:DE-BFL:DA-DIR-GEO	pmagpy-2.58	0.08	0.02	T					A	u		42.5	l					-63.8						3.7		6			0
