tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_method_codes	measurement_chi_mass	measurement_dec	measurement_flag	measurement_inc	measurement_magn_mass	measurement_number	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	DSDP Site 522	27-3-128	27-3-128	27-3-128	27-3-128:LP-ARM	LT-AF-I			g		8.417e-05	4954	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-128	27-3-128	27-3-128	27-3-128:LP-IRM	LT-IRM			g		1.748e-03	4955	u	300	0	1.0	300
This study	DSDP Site 522	27-3-128	27-3-128	27-3-128	27-3-128:LP-X	LP-X	1.505e-07					4956		300	10e-3	0	300
This study	DSDP Site 522	27-3-131	27-3-131	27-3-131	27-3-131:LP-AF-DIR	LT-AF-Z		202.5	g	56.8	2.107e-06	4957	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-131	27-3-131	27-3-131	27-3-131:LP-ARM	LT-AF-I			g		8.514e-05	4958	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-131	27-3-131	27-3-131	27-3-131:LP-IRM	LT-IRM			g		1.759e-03	4959	u	300	0	1.0	300
This study	DSDP Site 522	27-3-131	27-3-131	27-3-131	27-3-131:LP-X	LP-X	2.107e-07					4960		300	10e-3	0	300
This study	DSDP Site 522	27-3-134	27-3-134	27-3-134	27-3-134:LP-AF-DIR	LT-AF-Z		253.7	g	-47.9	1.964e-06	4961	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-134	27-3-134	27-3-134	27-3-134:LP-ARM	LT-AF-I			g		9.785e-05	4962	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-134	27-3-134	27-3-134	27-3-134:LP-IRM	LT-IRM			g		1.985e-03	4963	u	300	0	1.0	300
This study	DSDP Site 522	27-3-134	27-3-134	27-3-134	27-3-134:LP-X	LP-X	1.277e-07					4964		300	10e-3	0	300
This study	DSDP Site 522	27-3-139	27-3-139	27-3-139	27-3-139:LP-AF-DIR	LT-AF-Z		288.5	g	-50.8	4.138e-06	4965	u	300	15e-3	0	300
This study	DSDP Site 522	27-3-139	27-3-139	27-3-139	27-3-139:LP-ARM	LT-AF-I			g		1.312e-04	4966	u	300	80e-3	50e-6	300
This study	DSDP Site 522	27-3-139	27-3-139	27-3-139	27-3-139:LP-IRM	LT-IRM			g		2.612e-03	4967	u	300	0	1.0	300
This study	DSDP Site 522	27-3-139	27-3-139	27-3-139	27-3-139:LP-X	LP-X	1.124e-07					4968		300	10e-3	0	300
This study	DSDP Site 522	28-1-025	28-1-025	28-1-025	28-1-025:LP-AF-DIR	LT-AF-Z		2.2	g	-55.4	3.939e-06	4969	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-025	28-1-025	28-1-025	28-1-025:LP-ARM	LT-AF-I			g		7.338e-05	4970	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-025	28-1-025	28-1-025	28-1-025:LP-IRM	LT-IRM			g		1.360e-03	4971	u	300	0	1.0	300
This study	DSDP Site 522	28-1-025	28-1-025	28-1-025	28-1-025:LP-X	LP-X	9.204e-08					4972		300	10e-3	0	300
This study	DSDP Site 522	28-1-030	28-1-030	28-1-030	28-1-030:LP-AF-DIR	LT-AF-Z		8.6	g	-45.8	4.068e-06	4973	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-030	28-1-030	28-1-030	28-1-030:LP-ARM	LT-AF-I			g		7.222e-05	4974	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-030	28-1-030	28-1-030	28-1-030:LP-IRM	LT-IRM			g		1.333e-03	4975	u	300	0	1.0	300
This study	DSDP Site 522	28-1-030	28-1-030	28-1-030	28-1-030:LP-X	LP-X	9.231e-08					4976		300	10e-3	0	300
This study	DSDP Site 522	28-1-033	28-1-033	28-1-033	28-1-033:LP-AF-DIR	LT-AF-Z		16.2	g	-38.6	4.410e-06	4977	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-033	28-1-033	28-1-033	28-1-033:LP-ARM	LT-AF-I			g		8.355e-05	4978	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-033	28-1-033	28-1-033	28-1-033:LP-IRM	LT-IRM			g		1.516e-03	4979	u	300	0	1.0	300
This study	DSDP Site 522	28-1-033	28-1-033	28-1-033	28-1-033:LP-X	LP-X	1.042e-07					4980		300	10e-3	0	300
This study	DSDP Site 522	28-1-038	28-1-038	28-1-038	28-1-038:LP-AF-DIR	LT-AF-Z		20.2	g	-42.4	2.567e-06	4981	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-038	28-1-038	28-1-038	28-1-038:LP-ARM	LT-AF-I			g		9.311e-05	4982	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-038	28-1-038	28-1-038	28-1-038:LP-IRM	LT-IRM			g		1.635e-03	4983	u	300	0	1.0	300
This study	DSDP Site 522	28-1-038	28-1-038	28-1-038	28-1-038:LP-X	LP-X	1.127e-07					4984		300	10e-3	0	300
This study	DSDP Site 522	28-1-042	28-1-042	28-1-042	28-1-042:LP-AF-DIR	LT-AF-Z		21.6	g	-48.8	5.319e-06	4985	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-042	28-1-042	28-1-042	28-1-042:LP-ARM	LT-AF-I			g		8.865e-05	4986	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-042	28-1-042	28-1-042	28-1-042:LP-IRM	LT-IRM			g		1.663e-03	4987	u	300	0	1.0	300
This study	DSDP Site 522	28-1-042	28-1-042	28-1-042	28-1-042:LP-X	LP-X	1.174e-07					4988		300	10e-3	0	300
This study	DSDP Site 522	28-1-045	28-1-045	28-1-045	28-1-045:LP-AF-DIR	LT-AF-Z		4.4	g	-39.9	4.934e-06	4989	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-045	28-1-045	28-1-045	28-1-045:LP-ARM	LT-AF-I			g		7.907e-05	4990	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-045	28-1-045	28-1-045	28-1-045:LP-IRM	LT-IRM			g		1.619e-03	4991	u	300	0	1.0	300
This study	DSDP Site 522	28-1-045	28-1-045	28-1-045	28-1-045:LP-X	LP-X	1.136e-07					4992		300	10e-3	0	300
This study	DSDP Site 522	28-1-051	28-1-051	28-1-051	28-1-051:LP-AF-DIR	LT-AF-Z		36.7	g	-37.8	6.904e-06	4993	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-051	28-1-051	28-1-051	28-1-051:LP-ARM	LT-AF-I			g		7.450e-05	4994	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-051	28-1-051	28-1-051	28-1-051:LP-IRM	LT-IRM			g		1.623e-03	4995	u	300	0	1.0	300
This study	DSDP Site 522	28-1-051	28-1-051	28-1-051	28-1-051:LP-X	LP-X	1.184e-07					4996		300	10e-3	0	300
This study	DSDP Site 522	28-1-054	28-1-054	28-1-054	28-1-054:LP-AF-DIR	LT-AF-Z		358.8	g	-41.8	3.364e-06	4997	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-054	28-1-054	28-1-054	28-1-054:LP-ARM	LT-AF-I			g		7.657e-05	4998	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-054	28-1-054	28-1-054	28-1-054:LP-IRM	LT-IRM			g		1.723e-03	4999	u	300	0	1.0	300
This study	DSDP Site 522	28-1-054	28-1-054	28-1-054	28-1-054:LP-X	LP-X	1.294e-07					5000		300	10e-3	0	300
This study	DSDP Site 522	28-1-060	28-1-060	28-1-060	28-1-060:LP-AF-DIR	LT-AF-Z		1.8	g	-44.8	2.818e-06	5001	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-060	28-1-060	28-1-060	28-1-060:LP-ARM	LT-AF-I			g		7.066e-05	5002	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-060	28-1-060	28-1-060	28-1-060:LP-IRM	LT-IRM			g		1.777e-03	5003	u	300	0	1.0	300
This study	DSDP Site 522	28-1-060	28-1-060	28-1-060	28-1-060:LP-X	LP-X	1.388e-07					5004		300	10e-3	0	300
This study	DSDP Site 522	28-1-063	28-1-063	28-1-063	28-1-063:LP-AF-DIR	LT-AF-Z		5.2	g	-50.7	3.302e-06	5005	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-063	28-1-063	28-1-063	28-1-063:LP-ARM	LT-AF-I			g		6.731e-05	5006	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-063	28-1-063	28-1-063	28-1-063:LP-IRM	LT-IRM			g		1.446e-03	5007	u	300	0	1.0	300
This study	DSDP Site 522	28-1-063	28-1-063	28-1-063	28-1-063:LP-X	LP-X	1.061e-07					5008		300	10e-3	0	300
This study	DSDP Site 522	28-1-066	28-1-066	28-1-066	28-1-066:LP-AF-DIR	LT-AF-Z		16.0	g	-45.6	4.744e-06	5009	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-066	28-1-066	28-1-066	28-1-066:LP-ARM	LT-AF-I			g		6.750e-05	5010	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-066	28-1-066	28-1-066	28-1-066:LP-IRM	LT-IRM			g		1.330e-03	5011	u	300	0	1.0	300
This study	DSDP Site 522	28-1-066	28-1-066	28-1-066	28-1-066:LP-X	LP-X	9.109e-08					5012		300	10e-3	0	300
This study	DSDP Site 522	28-1-069	28-1-069	28-1-069	28-1-069:LP-AF-DIR	LT-AF-Z		352.3	g	-24.7	6.130e-06	5013	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-069	28-1-069	28-1-069	28-1-069:LP-ARM	LT-AF-I			g		6.889e-05	5014	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-069	28-1-069	28-1-069	28-1-069:LP-IRM	LT-IRM			g		1.440e-03	5015	u	300	0	1.0	300
This study	DSDP Site 522	28-1-069	28-1-069	28-1-069	28-1-069:LP-X	LP-X	9.985e-08					5016		300	10e-3	0	300
This study	DSDP Site 522	28-1-072	28-1-072	28-1-072	28-1-072:LP-AF-DIR	LT-AF-Z		0.2	g	-43.4	6.679e-06	5017	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-072	28-1-072	28-1-072	28-1-072:LP-ARM	LT-AF-I			g		6.928e-05	5018	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-072	28-1-072	28-1-072	28-1-072:LP-IRM	LT-IRM			g		1.438e-03	5019	u	300	0	1.0	300
This study	DSDP Site 522	28-1-072	28-1-072	28-1-072	28-1-072:LP-X	LP-X	1.024e-07					5020		300	10e-3	0	300
This study	DSDP Site 522	28-1-075	28-1-075	28-1-075	28-1-075:LP-AF-DIR	LT-AF-Z		1.0	g	-55.4	5.615e-06	5021	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-075	28-1-075	28-1-075	28-1-075:LP-ARM	LT-AF-I			g		6.344e-05	5022	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-075	28-1-075	28-1-075	28-1-075:LP-IRM	LT-IRM			g		1.404e-03	5023	u	300	0	1.0	300
This study	DSDP Site 522	28-1-075	28-1-075	28-1-075	28-1-075:LP-X	LP-X	9.913e-08					5024		300	10e-3	0	300
This study	DSDP Site 522	28-1-078	28-1-078	28-1-078	28-1-078:LP-AF-DIR	LT-AF-Z		349.0	g	-53.2	5.701e-06	5025	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-078	28-1-078	28-1-078	28-1-078:LP-ARM	LT-AF-I			g		5.875e-05	5026	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-078	28-1-078	28-1-078	28-1-078:LP-IRM	LT-IRM			g		1.192e-03	5027	u	300	0	1.0	300
This study	DSDP Site 522	28-1-078	28-1-078	28-1-078	28-1-078:LP-X	LP-X	7.659e-08					5028		300	10e-3	0	300
This study	DSDP Site 522	28-1-081	28-1-081	28-1-081	28-1-081:LP-AF-DIR	LT-AF-Z		344.7	g	-46	2.988e-06	5029	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-081	28-1-081	28-1-081	28-1-081:LP-ARM	LT-AF-I			g		5.629e-05	5030	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-081	28-1-081	28-1-081	28-1-081:LP-IRM	LT-IRM			g		1.060e-03	5031	u	300	0	1.0	300
This study	DSDP Site 522	28-1-081	28-1-081	28-1-081	28-1-081:LP-X	LP-X	6.912e-08					5032		300	10e-3	0	300
This study	DSDP Site 522	28-1-084	28-1-084	28-1-084	28-1-084:LP-AF-DIR	LT-AF-Z		344.8	g	-47.1	2.693e-06	5033	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-084	28-1-084	28-1-084	28-1-084:LP-ARM	LT-AF-I			g		5.096e-05	5034	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-084	28-1-084	28-1-084	28-1-084:LP-IRM	LT-IRM			g		9.827e-04	5035	u	300	0	1.0	300
This study	DSDP Site 522	28-1-084	28-1-084	28-1-084	28-1-084:LP-X	LP-X	6.460e-08					5036		300	10e-3	0	300
This study	DSDP Site 522	28-1-087	28-1-087	28-1-087	28-1-087:LP-AF-DIR	LT-AF-Z		346.8	g	-51.1	1.759e-06	5037	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-087	28-1-087	28-1-087	28-1-087:LP-ARM	LT-AF-I			g		4.853e-05	5038	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-087	28-1-087	28-1-087	28-1-087:LP-IRM	LT-IRM			g		9.705e-04	5039	u	300	0	1.0	300
This study	DSDP Site 522	28-1-087	28-1-087	28-1-087	28-1-087:LP-X	LP-X	6.629e-08					5040		300	10e-3	0	300
This study	DSDP Site 522	28-1-090	28-1-090	28-1-090	28-1-090:LP-AF-DIR	LT-AF-Z		8.9	g	-22	1.884e-06	5041	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-090	28-1-090	28-1-090	28-1-090:LP-ARM	LT-AF-I			g		6.036e-05	5042	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-090	28-1-090	28-1-090	28-1-090:LP-IRM	LT-IRM			g		1.258e-03	5043	u	300	0	1.0	300
This study	DSDP Site 522	28-1-090	28-1-090	28-1-090	28-1-090:LP-X	LP-X	8.727e-08					5044		300	10e-3	0	300
This study	DSDP Site 522	28-1-094	28-1-094	28-1-094	28-1-094:LP-AF-DIR	LT-AF-Z		354.2	g	-38	4.820e-06	5045	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-094	28-1-094	28-1-094	28-1-094:LP-ARM	LT-AF-I			g		5.878e-05	5046	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-094	28-1-094	28-1-094	28-1-094:LP-IRM	LT-IRM			g		1.220e-03	5047	u	300	0	1.0	300
This study	DSDP Site 522	28-1-094	28-1-094	28-1-094	28-1-094:LP-X	LP-X	8.450e-08					5048		300	10e-3	0	300
This study	DSDP Site 522	28-1-097	28-1-097	28-1-097	28-1-097:LP-AF-DIR	LT-AF-Z		3.4	g	-41.5	3.404e-06	5049	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-097	28-1-097	28-1-097	28-1-097:LP-ARM	LT-AF-I			g		5.954e-05	5050	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-097	28-1-097	28-1-097	28-1-097:LP-IRM	LT-IRM			g		1.242e-03	5051	u	300	0	1.0	300
This study	DSDP Site 522	28-1-097	28-1-097	28-1-097	28-1-097:LP-X	LP-X	8.784e-08					5052		300	10e-3	0	300
This study	DSDP Site 522	28-1-100	28-1-100	28-1-100	28-1-100:LP-AF-DIR	LT-AF-Z		16.6	g	-41.7	3.257e-06	5053	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-100	28-1-100	28-1-100	28-1-100:LP-ARM	LT-AF-I			g		5.560e-05	5054	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-100	28-1-100	28-1-100	28-1-100:LP-IRM	LT-IRM			g		1.239e-03	5055	u	300	0	1.0	300
This study	DSDP Site 522	28-1-100	28-1-100	28-1-100	28-1-100:LP-X	LP-X	8.181e-08					5056		300	10e-3	0	300
This study	DSDP Site 522	28-1-103	28-1-103	28-1-103	28-1-103:LP-AF-DIR	LT-AF-Z		355.0	g	-44.4	3.345e-06	5057	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-103	28-1-103	28-1-103	28-1-103:LP-ARM	LT-AF-I			g		5.658e-05	5058	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-103	28-1-103	28-1-103	28-1-103:LP-IRM	LT-IRM			g		1.182e-03	5059	u	300	0	1.0	300
This study	DSDP Site 522	28-1-103	28-1-103	28-1-103	28-1-103:LP-X	LP-X	7.921e-08					5060		300	10e-3	0	300
This study	DSDP Site 522	28-1-106	28-1-106	28-1-106	28-1-106:LP-AF-DIR	LT-AF-Z		10.6	g	-59.6	4.272e-06	5061	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-106	28-1-106	28-1-106	28-1-106:LP-ARM	LT-AF-I			g		5.288e-05	5062	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-106	28-1-106	28-1-106	28-1-106:LP-IRM	LT-IRM			g		1.159e-03	5063	u	300	0	1.0	300
This study	DSDP Site 522	28-1-106	28-1-106	28-1-106	28-1-106:LP-X	LP-X	7.995e-08					5064		300	10e-3	0	300
This study	DSDP Site 522	28-1-109	28-1-109	28-1-109	28-1-109:LP-AF-DIR	LT-AF-Z		8.1	g	-48.8	3.587e-06	5065	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-109	28-1-109	28-1-109	28-1-109:LP-ARM	LT-AF-I			g		5.063e-05	5066	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-109	28-1-109	28-1-109	28-1-109:LP-IRM	LT-IRM			g		9.498e-04	5067	u	300	0	1.0	300
This study	DSDP Site 522	28-1-109	28-1-109	28-1-109	28-1-109:LP-X	LP-X	5.651e-08					5068		300	10e-3	0	300
This study	DSDP Site 522	28-1-112	28-1-112	28-1-112	28-1-112:LP-AF-DIR	LT-AF-Z		354.0	g	-37.9	5.210e-06	5069	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-112	28-1-112	28-1-112	28-1-112:LP-ARM	LT-AF-I			g		5.951e-05	5070	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-112	28-1-112	28-1-112	28-1-112:LP-IRM	LT-IRM			g		1.332e-03	5071	u	300	0	1.0	300
This study	DSDP Site 522	28-1-112	28-1-112	28-1-112	28-1-112:LP-X	LP-X	8.907e-08					5072		300	10e-3	0	300
This study	DSDP Site 522	28-1-115	28-1-115	28-1-115	28-1-115:LP-AF-DIR	LT-AF-Z		338.5	g	-58.1	7.615e-06	5073	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-115	28-1-115	28-1-115	28-1-115:LP-ARM	LT-AF-I			g		5.780e-05	5074	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-115	28-1-115	28-1-115	28-1-115:LP-IRM	LT-IRM			g		1.349e-03	5075	u	300	0	1.0	300
This study	DSDP Site 522	28-1-115	28-1-115	28-1-115	28-1-115:LP-X	LP-X	9.541e-08					5076		300	10e-3	0	300
This study	DSDP Site 522	28-1-118	28-1-118	28-1-118	28-1-118:LP-AF-DIR	LT-AF-Z		356.2	g	-58	8.123e-06	5077	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-118	28-1-118	28-1-118	28-1-118:LP-ARM	LT-AF-I			g		5.755e-05	5078	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-118	28-1-118	28-1-118	28-1-118:LP-IRM	LT-IRM			g		1.435e-03	5079	u	300	0	1.0	300
This study	DSDP Site 522	28-1-118	28-1-118	28-1-118	28-1-118:LP-X	LP-X	1.018e-07					5080		300	10e-3	0	300
This study	DSDP Site 522	28-1-122	28-1-122	28-1-122	28-1-122:LP-AF-DIR	LT-AF-Z		359.5	g	-39.8	5.952e-06	5081	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-122	28-1-122	28-1-122	28-1-122:LP-ARM	LT-AF-I			g		5.377e-05	5082	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-122	28-1-122	28-1-122	28-1-122:LP-IRM	LT-IRM			g		1.262e-03	5083	u	300	0	1.0	300
This study	DSDP Site 522	28-1-122	28-1-122	28-1-122	28-1-122:LP-X	LP-X	8.663e-08					5084		300	10e-3	0	300
This study	DSDP Site 522	28-1-125	28-1-125	28-1-125	28-1-125:LP-AF-DIR	LT-AF-Z		340.0	g	-52.3	3.065e-06	5085	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-125	28-1-125	28-1-125	28-1-125:LP-ARM	LT-AF-I			g		5.670e-05	5086	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-125	28-1-125	28-1-125	28-1-125:LP-IRM	LT-IRM			g		1.143e-03	5087	u	300	0	1.0	300
This study	DSDP Site 522	28-1-125	28-1-125	28-1-125	28-1-125:LP-X	LP-X	8.060e-08					5088		300	10e-3	0	300
This study	DSDP Site 522	28-1-128	28-1-128	28-1-128	28-1-128:LP-AF-DIR	LT-AF-Z		4.5	g	-44.8	4.434e-06	5089	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-128	28-1-128	28-1-128	28-1-128:LP-ARM	LT-AF-I			g		5.532e-05	5090	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-128	28-1-128	28-1-128	28-1-128:LP-IRM	LT-IRM			g		1.217e-03	5091	u	300	0	1.0	300
This study	DSDP Site 522	28-1-128	28-1-128	28-1-128	28-1-128:LP-X	LP-X	8.383e-08					5092		300	10e-3	0	300
This study	DSDP Site 522	28-1-131	28-1-131	28-1-131	28-1-131:LP-AF-DIR	LT-AF-Z		7.1	g	-51.1	3.737e-06	5093	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-131	28-1-131	28-1-131	28-1-131:LP-ARM	LT-AF-I			g		6.090e-05	5094	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-131	28-1-131	28-1-131	28-1-131:LP-IRM	LT-IRM			g		1.218e-03	5095	u	300	0	1.0	300
This study	DSDP Site 522	28-1-131	28-1-131	28-1-131	28-1-131:LP-X	LP-X	8.512e-08					5096		300	10e-3	0	300
This study	DSDP Site 522	28-1-134	28-1-134	28-1-134	28-1-134:LP-AF-DIR	LT-AF-Z		351.1	g	-39.5	5.443e-06	5097	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-134	28-1-134	28-1-134	28-1-134:LP-ARM	LT-AF-I			g		6.493e-05	5098	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-134	28-1-134	28-1-134	28-1-134:LP-IRM	LT-IRM			g		1.332e-03	5099	u	300	0	1.0	300
This study	DSDP Site 522	28-1-134	28-1-134	28-1-134	28-1-134:LP-X	LP-X	9.429e-08					5100		300	10e-3	0	300
This study	DSDP Site 522	28-1-137	28-1-137	28-1-137	28-1-137:LP-AF-DIR	LT-AF-Z		341.6	g	-44.5	6.012e-06	5101	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-137	28-1-137	28-1-137	28-1-137:LP-ARM	LT-AF-I			g		6.697e-05	5102	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-137	28-1-137	28-1-137	28-1-137:LP-IRM	LT-IRM			g		1.347e-03	5103	u	300	0	1.0	300
This study	DSDP Site 522	28-1-137	28-1-137	28-1-137	28-1-137:LP-X	LP-X	9.132e-08					5104		300	10e-3	0	300
This study	DSDP Site 522	28-1-141	28-1-141	28-1-141	28-1-141:LP-AF-DIR	LT-AF-Z		344.7	g	-39.6	3.352e-06	5105	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-141	28-1-141	28-1-141	28-1-141:LP-ARM	LT-AF-I			g		6.562e-05	5106	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-141	28-1-141	28-1-141	28-1-141:LP-IRM	LT-IRM			g		1.312e-03	5107	u	300	0	1.0	300
This study	DSDP Site 522	28-1-141	28-1-141	28-1-141	28-1-141:LP-X	LP-X	8.906e-08					5108		300	10e-3	0	300
This study	DSDP Site 522	28-1-144	28-1-144	28-1-144	28-1-144:LP-AF-DIR	LT-AF-Z		348.3	g	-44.9	5.769e-06	5109	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-144	28-1-144	28-1-144	28-1-144:LP-ARM	LT-AF-I			g		7.220e-05	5110	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-144	28-1-144	28-1-144	28-1-144:LP-IRM	LT-IRM			g		1.390e-03	5111	u	300	0	1.0	300
This study	DSDP Site 522	28-1-144	28-1-144	28-1-144	28-1-144:LP-X	LP-X	9.317e-08					5112		300	10e-3	0	300
This study	DSDP Site 522	28-1-147	28-1-147	28-1-147	28-1-147:LP-AF-DIR	LT-AF-Z		336.0	g	-46.1	4.992e-06	5113	u	300	15e-3	0	300
This study	DSDP Site 522	28-1-147	28-1-147	28-1-147	28-1-147:LP-ARM	LT-AF-I			g		6.715e-05	5114	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-1-147	28-1-147	28-1-147	28-1-147:LP-IRM	LT-IRM			g		1.297e-03	5115	u	300	0	1.0	300
This study	DSDP Site 522	28-1-147	28-1-147	28-1-147	28-1-147:LP-X	LP-X	8.725e-08					5116		300	10e-3	0	300
This study	DSDP Site 522	28-2-004	28-2-004	28-2-004	28-2-004:LP-AF-DIR	LT-AF-Z		11.6	g	-40.1	3.363e-06	5117	u	300	15e-3	0	300
This study	DSDP Site 522	28-2-004	28-2-004	28-2-004	28-2-004:LP-ARM	LT-AF-I			g		6.890e-05	5118	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-2-004	28-2-004	28-2-004	28-2-004:LP-IRM	LT-IRM			g		1.231e-03	5119	u	300	0	1.0	300
This study	DSDP Site 522	28-2-004	28-2-004	28-2-004	28-2-004:LP-X	LP-X	8.304e-08					5120		300	10e-3	0	300
This study	DSDP Site 522	28-2-011	28-2-011	28-2-011	28-2-011:LP-AF-DIR	LT-AF-Z		17.0	g	-48.9	6.193e-06	5121	u	300	15e-3	0	300
This study	DSDP Site 522	28-2-011	28-2-011	28-2-011	28-2-011:LP-ARM	LT-AF-I			g		6.618e-05	5122	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-2-011	28-2-011	28-2-011	28-2-011:LP-IRM	LT-IRM			g		1.348e-03	5123	u	300	0	1.0	300
This study	DSDP Site 522	28-2-011	28-2-011	28-2-011	28-2-011:LP-X	LP-X	9.314e-08					5124		300	10e-3	0	300
This study	DSDP Site 522	28-2-014	28-2-014	28-2-014	28-2-014:LP-AF-DIR	LT-AF-Z		28.6	g	-53.1	7.079e-06	5125	u	300	15e-3	0	300
This study	DSDP Site 522	28-2-014	28-2-014	28-2-014	28-2-014:LP-ARM	LT-AF-I			g		6.502e-05	5126	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-2-014	28-2-014	28-2-014	28-2-014:LP-IRM	LT-IRM			g		1.337e-03	5127	u	300	0	1.0	300
This study	DSDP Site 522	28-2-014	28-2-014	28-2-014	28-2-014:LP-X	LP-X	9.066e-08					5128		300	10e-3	0	300
This study	DSDP Site 522	28-2-017	28-2-017	28-2-017	28-2-017:LP-AF-DIR	LT-AF-Z		25.1	g	-49.5	7.337e-06	5129	u	300	15e-3	0	300
This study	DSDP Site 522	28-2-017	28-2-017	28-2-017	28-2-017:LP-ARM	LT-AF-I			g		6.585e-05	5130	u	300	80e-3	50e-6	300
This study	DSDP Site 522	28-2-017	28-2-017	28-2-017	28-2-017:LP-IRM	LT-IRM			g		1.376e-03	5131	u	300	0	1.0	300
This study	DSDP Site 522	28-2-017	28-2-017	28-2-017	28-2-017:LP-X	LP-X	9.073e-08					5132		300	10e-3	0	300
