tab 	pmag_specimens
specimen_description	specimen_correction	er_site_name	er_sample_name	specimen_dec	er_citation_names	specimen_inferred_age_unit	er_location_name	specimen_inferred_age	specimen_inc	er_specimen_name	magic_method_codes	specimen_int_rel
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-2-106	27-2-106	106.2	This study	Ma	DSDP Site 522	30.2591	80.2	27-2-106	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003793
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-2-109	27-2-109	59.6	This study	Ma	DSDP Site 522	30.2628	70.4	27-2-109	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002869
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-2-112	27-2-112	96.9	This study	Ma	DSDP Site 522	30.2664	63.7	27-2-112	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003525
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-2-115	27-2-115	127.1	This study	Ma	DSDP Site 522	30.27	83.1	27-2-115	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001835
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-2-118	27-2-118	195.7	This study	Ma	DSDP Site 522	30.2736	83.6	27-2-118	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002502
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-2-122	27-2-122	160.2	This study	Ma	DSDP Site 522	30.2784	79.9	27-2-122	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001485
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-2-125	27-2-125	146.7	This study	Ma	DSDP Site 522	30.2821	69.8	27-2-125	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001347
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-2-128	27-2-128	116.8	This study	Ma	DSDP Site 522	30.2857	81.6	27-2-128	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00268
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-2-132	27-2-132	77.7	This study	Ma	DSDP Site 522	30.2905	65.2	27-2-132	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002065
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-2-135	27-2-135	163.7	This study	Ma	DSDP Site 522	30.2941	75.4	27-2-135	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001643
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-2-139	27-2-139	111.6	This study	Ma	DSDP Site 522	30.299	67.9	27-2-139	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002435
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-2-142	27-2-142	69.2	This study	Ma	DSDP Site 522	30.3026	78.5	27-2-142	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003009
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-2-145	27-2-145	61.7	This study	Ma	DSDP Site 522	30.3062	78.4	27-2-145	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002811
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-2-149	27-2-149	106.4	This study	Ma	DSDP Site 522	30.311	79.5	27-2-149	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003081
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-017	27-3-017	176.6	This study	Ma	DSDP Site 522	30.3328	71.4	27-3-017	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00346
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-024	27-3-024	167.5	This study	Ma	DSDP Site 522	30.34	72.4	27-3-024	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003375
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-026	27-3-026	191.9	This study	Ma	DSDP Site 522	30.3436	60	27-3-026	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002787
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-031	27-3-031	180.9	This study	Ma	DSDP Site 522	30.3484	62.9	27-3-031	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002374
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-034	27-3-034	163.1	This study	Ma	DSDP Site 522	30.3533	64.2	27-3-034	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004222
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-038	27-3-038	178.4	This study	Ma	DSDP Site 522	30.3569	51.5	27-3-038	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.0036
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-042	27-3-042	186.4	This study	Ma	DSDP Site 522	30.3617	63.8	27-3-042	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002716
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-046	27-3-046	185.7	This study	Ma	DSDP Site 522	30.3678	63	27-3-046	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002252
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-050	27-3-050	161.2	This study	Ma	DSDP Site 522	30.3714	74	27-3-050	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002198
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-053	27-3-053	158.1	This study	Ma	DSDP Site 522	30.375	58.9	27-3-053	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003229
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-056	27-3-056	168.9	This study	Ma	DSDP Site 522	30.3786	60	27-3-056	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002798
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-059	27-3-059	144.8	This study	Ma	DSDP Site 522	30.3834	77.8	27-3-059	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00267
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-062	27-3-062	120.5	This study	Ma	DSDP Site 522	30.3871	83.9	27-3-062	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001963
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-065	27-3-065	309.6	This study	Ma	DSDP Site 522	30.3907	56.2	27-3-065	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001894
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-068	27-3-068	209.7	This study	Ma	DSDP Site 522	30.3943	71.1	27-3-068	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002482
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-072	27-3-072	192	This study	Ma	DSDP Site 522	30.3991	74.2	27-3-072	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00266
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-075	27-3-075	181.7	This study	Ma	DSDP Site 522	30.4028	64.2	27-3-075	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002819
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-081	27-3-081	189.9	This study	Ma	DSDP Site 522	30.41	58.6	27-3-081	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002248
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-084	27-3-084	168	This study	Ma	DSDP Site 522	30.4136	69.6	27-3-084	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002376
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-087	27-3-087	197.3	This study	Ma	DSDP Site 522	30.4172	71.4	27-3-087	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001892
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-090	27-3-090	160.7	This study	Ma	DSDP Site 522	30.4209	67.6	27-3-090	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002635
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-094	27-3-094	211.5	This study	Ma	DSDP Site 522	30.4257	61	27-3-094	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003021
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-097	27-3-097	181	This study	Ma	DSDP Site 522	30.4293	57.6	27-3-097	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002278
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-100	27-3-100	173.3	This study	Ma	DSDP Site 522	30.4329	57.3	27-3-100	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002806
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-103	27-3-103	156.3	This study	Ma	DSDP Site 522	30.4366	67.3	27-3-103	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004254
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-106	27-3-106	170.4	This study	Ma	DSDP Site 522	30.4402	65.8	27-3-106	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003965
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-109	27-3-109	177	This study	Ma	DSDP Site 522	30.4438	66.5	27-3-109	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003208
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-112	27-3-112	161.1	This study	Ma	DSDP Site 522	30.4474	58.8	27-3-112	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003011
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-115	27-3-115	164	This study	Ma	DSDP Site 522	30.451	62.9	27-3-115	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004393
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-118	27-3-118	151.2	This study	Ma	DSDP Site 522	30.4547	72.4	27-3-118	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003702
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-121	27-3-121	164.7	This study	Ma	DSDP Site 522	30.4583	76.5	27-3-121	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002584
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-125	27-3-125	169.4	This study	Ma	DSDP Site 522	30.4631	63.6	27-3-125	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001628
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-128	27-3-128	220	This study	Ma	DSDP Site 522	30.4667	56.9	27-3-128	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001253
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-131	27-3-131	202.5	This study	Ma	DSDP Site 522	30.4703	56.8	27-3-131	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001198
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-134	27-3-134	253.7	This study	Ma	DSDP Site 522	30.474	-47.9	27-3-134	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.0009895
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	27-3-139	27-3-139	288.5	This study	Ma	DSDP Site 522	30.48	-50.8	27-3-139	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001584
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-025	28-1-025	2.2	This study	Ma	DSDP Site 522	30.5107	-55.4	28-1-025	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002896
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-030	28-1-030	8.6	This study	Ma	DSDP Site 522	30.5166	-45.8	28-1-030	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003051
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-033	28-1-033	16.2	This study	Ma	DSDP Site 522	30.5201	-38.6	28-1-033	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002909
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-038	28-1-038	20.2	This study	Ma	DSDP Site 522	30.526	-42.4	28-1-038	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001569
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-042	28-1-042	21.6	This study	Ma	DSDP Site 522	30.5308	-48.8	28-1-042	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003199
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-045	28-1-045	4.4	This study	Ma	DSDP Site 522	30.5343	-39.9	28-1-045	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003047
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-051	28-1-051	36.7	This study	Ma	DSDP Site 522	30.5414	-37.8	28-1-051	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004255
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-054	28-1-054	358.8	This study	Ma	DSDP Site 522	30.5449	-41.8	28-1-054	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001952
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-060	28-1-060	1.8	This study	Ma	DSDP Site 522	30.552	-44.8	28-1-060	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001586
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-063	28-1-063	5.2	This study	Ma	DSDP Site 522	30.5556	-50.7	28-1-063	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002284
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-066	28-1-066	16	This study	Ma	DSDP Site 522	30.5591	-45.6	28-1-066	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003567
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-069	28-1-069	352.3	This study	Ma	DSDP Site 522	30.5627	-24.7	28-1-069	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004258
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-072	28-1-072	0.2	This study	Ma	DSDP Site 522	30.5662	-43.4	28-1-072	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004644
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-075	28-1-075	1	This study	Ma	DSDP Site 522	30.5697	-55.4	28-1-075	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-078	28-1-078	349	This study	Ma	DSDP Site 522	30.5733	-53.2	28-1-078	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004781
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-081	28-1-081	344.7	This study	Ma	DSDP Site 522	30.5768	-46	28-1-081	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00282
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-084	28-1-084	344.8	This study	Ma	DSDP Site 522	30.5804	-47.1	28-1-084	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002741
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-087	28-1-087	346.8	This study	Ma	DSDP Site 522	30.5839	-51.1	28-1-087	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001812
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-090	28-1-090	8.9	This study	Ma	DSDP Site 522	30.5874	-22	28-1-090	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001497
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-094	28-1-094	354.2	This study	Ma	DSDP Site 522	30.5922	-38	28-1-094	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003952
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-097	28-1-097	3.4	This study	Ma	DSDP Site 522	30.5957	-41.5	28-1-097	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002741
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-100	28-1-100	16.6	This study	Ma	DSDP Site 522	30.5993	-41.7	28-1-100	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002628
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-103	28-1-103	355	This study	Ma	DSDP Site 522	30.6028	-44.4	28-1-103	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00283
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-106	28-1-106	10.6	This study	Ma	DSDP Site 522	30.6063	-59.6	28-1-106	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003686
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-109	28-1-109	8.1	This study	Ma	DSDP Site 522	30.6099	-48.8	28-1-109	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003777
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-112	28-1-112	354	This study	Ma	DSDP Site 522	30.6134	-37.9	28-1-112	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00391
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-115	28-1-115	338.5	This study	Ma	DSDP Site 522	30.617	-58.1	28-1-115	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.005646
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-118	28-1-118	356.2	This study	Ma	DSDP Site 522	30.6205	-58	28-1-118	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.005663
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-122	28-1-122	359.5	This study	Ma	DSDP Site 522	30.6252	-39.8	28-1-122	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004716
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-125	28-1-125	340	This study	Ma	DSDP Site 522	30.6288	-52.3	28-1-125	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00268
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-128	28-1-128	4.5	This study	Ma	DSDP Site 522	30.6323	-44.8	28-1-128	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003643
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-131	28-1-131	7.1	This study	Ma	DSDP Site 522	30.6359	-51.1	28-1-131	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003068
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-134	28-1-134	351.1	This study	Ma	DSDP Site 522	30.6394	-39.5	28-1-134	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004087
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-137	28-1-137	341.6	This study	Ma	DSDP Site 522	30.6429	-44.5	28-1-137	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004463
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-141	28-1-141	344.7	This study	Ma	DSDP Site 522	30.6477	-39.6	28-1-141	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002554
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-144	28-1-144	348.3	This study	Ma	DSDP Site 522	30.6512	-44.9	28-1-144	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004151
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-1-147	28-1-147	336	This study	Ma	DSDP Site 522	30.6547	-46.1	28-1-147	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003848
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-004	28-2-004	11.6	This study	Ma	DSDP Site 522	30.663	-40.1	28-2-004	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002732
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-011	28-2-011	17	This study	Ma	DSDP Site 522	30.6713	-48.9	28-2-011	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004594
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-014	28-2-014	28.6	This study	Ma	DSDP Site 522	30.6748	-53.1	28-2-014	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.005295
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-017	28-2-017	25.1	This study	Ma	DSDP Site 522	30.6784	-49.5	28-2-017	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.005333
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-020	28-2-020	35.7	This study	Ma	DSDP Site 522	30.6819	-58.2	28-2-020	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003308
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-024	28-2-024	2	This study	Ma	DSDP Site 522	30.6866	-51.2	28-2-024	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003526
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-027	28-2-027	25.2	This study	Ma	DSDP Site 522	30.6902	-43.6	28-2-027	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004592
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-030	28-2-030	342.7	This study	Ma	DSDP Site 522	30.6937	-43.1	28-2-030	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001912
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-033	28-2-033	21.3	This study	Ma	DSDP Site 522	30.6973	-43.2	28-2-033	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.005833
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-036	28-2-036	31.1	This study	Ma	DSDP Site 522	30.7008	-50.4	28-2-036	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.0038
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-040	28-2-040	352.1	This study	Ma	DSDP Site 522	30.7055	-58.3	28-2-040	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002043
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-045	28-2-045	6.5	This study	Ma	DSDP Site 522	30.7114	-43	28-2-045	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.001832
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-048	28-2-048	21	This study	Ma	DSDP Site 522	30.715	-41.7	28-2-048	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002962
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-051	28-2-051	346.9	This study	Ma	DSDP Site 522	30.7185	-45.3	28-2-051	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003164
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-055	28-2-055	3.3	This study	Ma	DSDP Site 522	30.7232	-54.2	28-2-055	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003446
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-058	28-2-058	356.4	This study	Ma	DSDP Site 522	30.7268	-52	28-2-058	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002487
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-061	28-2-061	14	This study	Ma	DSDP Site 522	30.7303	-40.6	28-2-061	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003874
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-064	28-2-064	2.8	This study	Ma	DSDP Site 522	30.7339	-46.9	28-2-064	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004143
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-067	28-2-067	3.4	This study	Ma	DSDP Site 522	30.7374	-50.1	28-2-067	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00463
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-071	28-2-071	358.6	This study	Ma	DSDP Site 522	30.7421	-56.3	28-2-071	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.005512
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-075	28-2-075	343.7	This study	Ma	DSDP Site 522	30.7468	-57.7	28-2-075	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.005357
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-077	28-2-077	351	This study	Ma	DSDP Site 522	30.7492	-53.6	28-2-077	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004343
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-080	28-2-080	16.5	This study	Ma	DSDP Site 522	30.7527	-52.5	28-2-080	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002941
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-083	28-2-083	351.9	This study	Ma	DSDP Site 522	30.7563	-44.9	28-2-083	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003569
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-089	28-2-089	6.5	This study	Ma	DSDP Site 522	30.7634	-42.4	28-2-089	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.002124
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-093	28-2-093	21.8	This study	Ma	DSDP Site 522	30.7681	-46.9	28-2-093	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003634
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-096	28-2-096	2.6	This study	Ma	DSDP Site 522	30.7716	-36.4	28-2-096	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003157
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-099	28-2-099	9.9	This study	Ma	DSDP Site 522	30.7752	-51.7	28-2-099	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004015
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-103	28-2-103	4.8	This study	Ma	DSDP Site 522	30.7799	-42.7	28-2-103	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003344
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-106	28-2-106	343.8	This study	Ma	DSDP Site 522	30.7834	-68.7	28-2-106	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.00284
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-109	28-2-109	2.2	This study	Ma	DSDP Site 522	30.787	-49.8	28-2-109	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003224
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-111	28-2-111	2	This study	Ma	DSDP Site 522	30.7893	-54.7	28-2-111	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003835
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-114	28-2-114	350.2	This study	Ma	DSDP Site 522	30.7929	-57.8	28-2-114	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003915
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-118	28-2-118	347.8	This study	Ma	DSDP Site 522	30.7976	-49.9	28-2-118	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003781
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-122	28-2-122	348.3	This study	Ma	DSDP Site 522	30.8023	-42.9	28-2-122	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003196
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-125	28-2-125	356.2	This study	Ma	DSDP Site 522	30.8059	-56	28-2-125	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.003253
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-128	28-2-128	342.9	This study	Ma	DSDP Site 522	30.8094	-37.7	28-2-128	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.005163
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-132	28-2-132	355	This study	Ma	DSDP Site 522	30.8141	-53.4	28-2-132	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.005552
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-135	28-2-135	347.9	This study	Ma	DSDP Site 522	30.8177	-56	28-2-135	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.005879
Declination rotated section mean=0/180; rel int is NRM/IRM.	u	28-2-138	28-2-138	348.6	This study	Ma	DSDP Site 522	30.8212	-50.3	28-2-138	LP-PI-IRM:LP-PI-REL:LT-AF-Z	0.004457
