tab	ages
age	location	site	age_unit	citations	description	method_codes
27-2-006	27-2-006				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-010	27-2-010				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-012	27-2-012				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-015	27-2-015				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-021	27-2-021				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-024	27-2-024				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-027	27-2-027				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-030	27-2-030				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-033	27-2-033				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-036	27-2-036				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-042	27-2-042				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-045	27-2-045				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-048	27-2-048				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-051	27-2-051				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-055	27-2-055				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-059	27-2-059				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-065	27-2-065				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-068	27-2-068				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-071	27-2-071				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-074	27-2-074				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-078	27-2-078				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-082	27-2-082				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-085	27-2-085				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-089	27-2-089				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-094	27-2-094				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-100	27-2-100				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-103	27-2-103				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-106	27-2-106				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-109	27-2-109				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-112	27-2-112				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-115	27-2-115				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-118	27-2-118				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-122	27-2-122				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-125	27-2-125				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-128	27-2-128				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-132	27-2-132				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-135	27-2-135				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-139	27-2-139				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-142	27-2-142				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-145	27-2-145				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-2-149	27-2-149				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-017	27-3-017				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-024	27-3-024				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-026	27-3-026				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-031	27-3-031				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-034	27-3-034				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-038	27-3-038				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-042	27-3-042				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-046	27-3-046				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-050	27-3-050				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-053	27-3-053				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-056	27-3-056				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-059	27-3-059				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-062	27-3-062				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-065	27-3-065				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-068	27-3-068				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-072	27-3-072				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-075	27-3-075				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-081	27-3-081				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-084	27-3-084				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-087	27-3-087				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-090	27-3-090				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-094	27-3-094				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-097	27-3-097				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-100	27-3-100				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-103	27-3-103				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-106	27-3-106				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-109	27-3-109				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-112	27-3-112				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-115	27-3-115				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-118	27-3-118				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-121	27-3-121				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-125	27-3-125				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-128	27-3-128				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-131	27-3-131				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-134	27-3-134				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
27-3-139	27-3-139				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-025	28-1-025				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-030	28-1-030				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-033	28-1-033				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-038	28-1-038				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-042	28-1-042				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-045	28-1-045				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-051	28-1-051				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-054	28-1-054				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-060	28-1-060				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-063	28-1-063				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-066	28-1-066				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-069	28-1-069				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-072	28-1-072				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-075	28-1-075				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-078	28-1-078				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-081	28-1-081				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-084	28-1-084				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-087	28-1-087				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-090	28-1-090				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-094	28-1-094				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-097	28-1-097				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-100	28-1-100				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-103	28-1-103				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-106	28-1-106				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-109	28-1-109				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-112	28-1-112				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-115	28-1-115				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-118	28-1-118				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-122	28-1-122				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-125	28-1-125				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-128	28-1-128				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-131	28-1-131				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-134	28-1-134				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-137	28-1-137				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-141	28-1-141				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-144	28-1-144				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-1-147	28-1-147				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-004	28-2-004				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-011	28-2-011				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-014	28-2-014				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-017	28-2-017				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-020	28-2-020				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-024	28-2-024				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-027	28-2-027				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-030	28-2-030				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-033	28-2-033				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-036	28-2-036				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-040	28-2-040				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-045	28-2-045				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-048	28-2-048				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-051	28-2-051				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-055	28-2-055				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-058	28-2-058				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-061	28-2-061				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-064	28-2-064				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-067	28-2-067				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-071	28-2-071				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-075	28-2-075				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-077	28-2-077				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-080	28-2-080				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-083	28-2-083				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-089	28-2-089				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-093	28-2-093				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-096	28-2-096				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-099	28-2-099				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-103	28-2-103				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-106	28-2-106				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-109	28-2-109				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-111	28-2-111				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-114	28-2-114				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-118	28-2-118				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-122	28-2-122				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-125	28-2-125				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-128	28-2-128				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-132	28-2-132				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-135	28-2-135				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-138	28-2-138				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-141	28-2-141				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-145	28-2-145				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-2-148	28-2-148				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-012	28-3-012				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-015	28-3-015				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-018	28-3-018				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-022	28-3-022				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-025	28-3-025				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-028	28-3-028				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-031	28-3-031				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-034	28-3-034				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-037	28-3-037				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-039	28-3-039				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-042	28-3-042				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-045	28-3-045				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-048	28-3-048				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-054	28-3-054				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-057	28-3-057				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-063	28-3-063				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-066	28-3-066				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-069	28-3-069				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-073	28-3-073				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-076	28-3-076				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-079	28-3-079				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-082	28-3-082				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-085	28-3-085				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-088	28-3-088				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-091	28-3-091				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-094	28-3-094				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-097	28-3-097				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-100	28-3-100				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-103	28-3-103				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-106	28-3-106				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-112	28-3-112				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
28-3-114	28-3-114				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
29-1-004	29-1-004				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
29-1-008	29-1-008				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
29-1-011	29-1-011				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
29-1-017	29-1-017				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
29-1-027	29-1-027				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
29-1-030	29-1-030				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
29-1-033	29-1-033				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
29-1-037	29-1-037				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
29-1-040	29-1-040				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
29-1-043	29-1-043				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
29-1-047	29-1-047				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
29-1-051	29-1-051				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
29-1-054	29-1-054				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
29-1-057	29-1-057				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
29-1-061	29-1-061				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
29-1-068	29-1-068				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
29-1-070	29-1-070				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
29-1-073	29-1-073				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
29-1-078	29-1-078				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
29-1-083	29-1-083				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
29-1-086	29-1-086				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
29-1-094	29-1-094				sedimentary	Sediment Layer	Not Specified	This study	FS-C-DRILL-IODP:SP-SS-C:SO-V	g	i
