tab 	measurements
citations	dir_dec	dir_inc	experiment	magn_mass	meas_temp	measurement	method_codes	quality	specimen	standard	susc_chi_mass	treat_ac_field	treat_dc_field	treat_step_num	treat_temp
This study			26-2-004:LP-ARM	7.17E-05	300	4158	LT-AF-I	g	26-2-004	u		8.00E-02	5.00E-05		300
This study			26-2-004:LP-IRM	1.25E-03	300	4159	LT-IRM	g	26-2-004	u		0	1		300
This study			26-2-004:LP-X		300	4160	LP-X		26-2-004		8.42E-08	1.00E-02	0		300
This study	244.6	-44.3	26-2-007:LP-AF-DIR	4.48E-06	300	4161	LT-AF-Z	g	26-2-007	u		1.50E-02	0		300
This study			26-2-007:LP-ARM	9.37E-05	300	4162	LT-AF-I	g	26-2-007	u		8.00E-02	5.00E-05		300
This study			26-2-007:LP-IRM	1.42E-03	300	4163	LT-IRM	g	26-2-007	u		0	1		300
This study			26-2-007:LP-X		300	4164	LP-X		26-2-007		9.66E-08	1.00E-02	0		300
This study	242.9	-46.1	26-2-010:LP-AF-DIR	6.26E-06	300	4165	LT-AF-Z	g	26-2-010	u		1.50E-02	0		300
This study			26-2-010:LP-ARM	9.62E-05	300	4166	LT-AF-I	g	26-2-010	u		8.00E-02	5.00E-05		300
This study			26-2-010:LP-IRM	1.47E-03	300	4167	LT-IRM	g	26-2-010	u		0	1		300
This study			26-2-010:LP-X		300	4168	LP-X		26-2-010		9.81E-08	1.00E-02	0		300
This study	229.4	-58.7	26-2-012:LP-AF-DIR	5.24E-06	300	4169	LT-AF-Z	g	26-2-012	u		1.50E-02	0		300
This study			26-2-012:LP-ARM	8.79E-05	300	4170	LT-AF-I	g	26-2-012	u		8.00E-02	5.00E-05		300
This study			26-2-012:LP-IRM	1.49E-03	300	4171	LT-IRM	g	26-2-012	u		0	1		300
This study			26-2-012:LP-X		300	4172	LP-X		26-2-012		1.03E-07	1.00E-02	0		300
This study	237.8	-30.4	26-2-015:LP-AF-DIR	3.08E-06	300	4173	LT-AF-Z	g	26-2-015	u		1.50E-02	0		300
This study			26-2-015:LP-ARM	9.22E-05	300	4174	LT-AF-I	g	26-2-015	u		8.00E-02	5.00E-05		300
This study			26-2-015:LP-IRM	1.41E-03	300	4175	LT-IRM	g	26-2-015	u		0	1		300
This study			26-2-015:LP-X		300	4176	LP-X		26-2-015		9.88E-08	1.00E-02	0		300
This study	188.5	-60.9	26-2-018:LP-AF-DIR	3.16E-06	300	4177	LT-AF-Z	g	26-2-018	u		1.50E-02	0		300
This study			26-2-018:LP-ARM	8.37E-05	300	4178	LT-AF-I	g	26-2-018	u		8.00E-02	5.00E-05		300
This study			26-2-018:LP-IRM	1.36E-03	300	4179	LT-IRM	g	26-2-018	u		0	1		300
This study			26-2-018:LP-X		300	4180	LP-X		26-2-018		9.32E-08	1.00E-02	0		300
This study	225.9	-33	26-2-020:LP-AF-DIR	2.73E-06	300	4181	LT-AF-Z	g	26-2-020	u		1.50E-02	0		300
This study			26-2-020:LP-ARM	7.51E-05	300	4182	LT-AF-I	g	26-2-020	u		8.00E-02	5.00E-05		300
This study			26-2-020:LP-IRM	1.37E-03	300	4183	LT-IRM	g	26-2-020	u		0	1		300
This study			26-2-020:LP-X		300	4184	LP-X		26-2-020		8.78E-08	1.00E-02	0		300
This study	198.8	-42.1	26-2-023:LP-AF-DIR	2.48E-06	300	4185	LT-AF-Z	g	26-2-023	u		1.50E-02	0		300
This study			26-2-023:LP-ARM	7.15E-05	300	4186	LT-AF-I	g	26-2-023	u		8.00E-02	5.00E-05		300
This study			26-2-023:LP-IRM	1.11E-03	300	4187	LT-IRM	g	26-2-023	u		0	1		300
This study			26-2-023:LP-X		300	4188	LP-X		26-2-023		7.98E-08	1.00E-02	0		300
This study	242.9	-34.5	26-2-025:LP-AF-DIR	2.18E-06	300	4189	LT-AF-Z	g	26-2-025	u		1.50E-02	0		300
This study			26-2-025:LP-ARM	7.55E-05	300	4190	LT-AF-I	g	26-2-025	u		8.00E-02	5.00E-05		300
This study			26-2-025:LP-IRM	1.14E-03	300	4191	LT-IRM	g	26-2-025	u		0	1		300
This study			26-2-025:LP-X		300	4192	LP-X		26-2-025		7.30E-08	1.00E-02	0		300
This study	208.2	-71.6	26-2-028:LP-AF-DIR	2.97E-06	300	4193	LT-AF-Z	g	26-2-028	u		1.50E-02	0		300
This study			26-2-028:LP-ARM	7.97E-05	300	4194	LT-AF-I	g	26-2-028	u		8.00E-02	5.00E-05		300
This study			26-2-028:LP-IRM	1.30E-03	300	4195	LT-IRM	g	26-2-028	u		0	1		300
This study			26-2-028:LP-X		300	4196	LP-X		26-2-028		9.00E-08	1.00E-02	0		300
This study	161.8	-49.9	26-2-031:LP-AF-DIR	3.12E-06	300	4197	LT-AF-Z	g	26-2-031	u		1.50E-02	0		300
This study			26-2-031:LP-ARM	8.23E-05	300	4198	LT-AF-I	g	26-2-031	u		8.00E-02	5.00E-05		300
This study			26-2-031:LP-IRM	1.26E-03	300	4199	LT-IRM	g	26-2-031	u		0	1		300
This study			26-2-031:LP-X		300	4200	LP-X		26-2-031		9.35E-08	1.00E-02	0		300
This study	173.1	-46.6	26-2-034:LP-AF-DIR	2.29E-06	300	4201	LT-AF-Z	g	26-2-034	u		1.50E-02	0		300
This study			26-2-034:LP-ARM	8.11E-05	300	4202	LT-AF-I	g	26-2-034	u		8.00E-02	5.00E-05		300
This study			26-2-034:LP-IRM	1.29E-03	300	4203	LT-IRM	g	26-2-034	u		0	1		300
This study			26-2-034:LP-X		300	4204	LP-X		26-2-034		9.86E-08	1.00E-02	0		300
This study	164.3	-57.1	26-2-037:LP-AF-DIR	2.21E-06	300	4205	LT-AF-Z	g	26-2-037	u		1.50E-02	0		300
This study			26-2-037:LP-ARM	8.51E-05	300	4206	LT-AF-I	g	26-2-037	u		8.00E-02	5.00E-05		300
This study			26-2-037:LP-IRM	1.23E-03	300	4207	LT-IRM	g	26-2-037	u		0	1		300
This study			26-2-037:LP-X		300	4208	LP-X		26-2-037		8.72E-08	1.00E-02	0		300
This study	18.5	-41.5	26-2-040:LP-AF-DIR	1.61E-06	300	4209	LT-AF-Z	g	26-2-040	u		1.50E-02	0		300
This study			26-2-040:LP-ARM	8.22E-05	300	4210	LT-AF-I	g	26-2-040	u		8.00E-02	5.00E-05		300
This study			26-2-040:LP-IRM	1.22E-03	300	4211	LT-IRM	g	26-2-040	u		0	1		300
This study			26-2-040:LP-X		300	4212	LP-X		26-2-040		8.89E-08	1.00E-02	0		300
This study	6.8	-80.9	26-2-045:LP-AF-DIR	2.92E-06	300	4213	LT-AF-Z	g	26-2-045	u		1.50E-02	0		300
This study			26-2-045:LP-ARM	8.24E-05	300	4214	LT-AF-I	g	26-2-045	u		8.00E-02	5.00E-05		300
This study			26-2-045:LP-IRM	1.29E-03	300	4215	LT-IRM	g	26-2-045	u		0	1		300
This study			26-2-045:LP-X		300	4216	LP-X		26-2-045		8.82E-08	1.00E-02	0		300
This study	19.2	-39.1	26-2-048:LP-AF-DIR	3.62E-06	300	4217	LT-AF-Z	g	26-2-048	u		1.50E-02	0		300
This study			26-2-048:LP-ARM	8.05E-05	300	4218	LT-AF-I	g	26-2-048	u		8.00E-02	5.00E-05		300
This study			26-2-048:LP-IRM	1.32E-03	300	4219	LT-IRM	g	26-2-048	u		0	1		300
This study			26-2-048:LP-X		300	4220	LP-X		26-2-048		9.41E-08	1.00E-02	0		300
This study	70.1	-64.3	26-2-051:LP-AF-DIR	3.94E-06	300	4221	LT-AF-Z	g	26-2-051	u		1.50E-02	0		300
This study			26-2-051:LP-ARM	7.48E-05	300	4222	LT-AF-I	g	26-2-051	u		8.00E-02	5.00E-05		300
This study			26-2-051:LP-IRM	1.28E-03	300	4223	LT-IRM	g	26-2-051	u		0	1		300
This study			26-2-051:LP-X		300	4224	LP-X		26-2-051		9.21E-08	1.00E-02	0		300
This study	316	-59.1	26-2-054:LP-AF-DIR	2.15E-06	300	4225	LT-AF-Z	g	26-2-054	u		1.50E-02	0		300
This study			26-2-054:LP-ARM	8.33E-05	300	4226	LT-AF-I	g	26-2-054	u		8.00E-02	5.00E-05		300
This study			26-2-054:LP-IRM	1.36E-03	300	4227	LT-IRM	g	26-2-054	u		0	1		300
This study			26-2-054:LP-X		300	4228	LP-X		26-2-054		9.79E-08	1.00E-02	0		300
This study	358	-47.5	26-2-058:LP-AF-DIR	2.85E-06	300	4229	LT-AF-Z	g	26-2-058	u		1.50E-02	0		300
This study			26-2-058:LP-ARM	7.33E-05	300	4230	LT-AF-I	g	26-2-058	u		8.00E-02	5.00E-05		300
This study			26-2-058:LP-IRM	1.10E-03	300	4231	LT-IRM	g	26-2-058	u		0	1		300
This study			26-2-058:LP-X		300	4232	LP-X		26-2-058		7.88E-08	1.00E-02	0		300
This study	6.6	-7.8	26-2-061:LP-AF-DIR	3.48E-06	300	4233	LT-AF-Z	g	26-2-061	u		1.50E-02	0		300
This study			26-2-061:LP-ARM	6.85E-05	300	4234	LT-AF-I	g	26-2-061	u		8.00E-02	5.00E-05		300
This study			26-2-061:LP-IRM	1.42E-03	300	4235	LT-IRM	g	26-2-061	u		0	1		300
This study			26-2-061:LP-X		300	4236	LP-X		26-2-061		1.05E-07	1.00E-02	0		300
This study	266.1	-56.4	26-2-067:LP-AF-DIR	2.83E-06	300	4237	LT-AF-Z	g	26-2-067	u		1.50E-02	0		300
This study			26-2-067:LP-ARM	6.77E-05	300	4238	LT-AF-I	g	26-2-067	u		8.00E-02	5.00E-05		300
This study			26-2-067:LP-IRM	1.03E-03	300	4239	LT-IRM	g	26-2-067	u		0	1		300
This study			26-2-067:LP-X		300	4240	LP-X		26-2-067		7.16E-08	1.00E-02	0		300
This study	300.9	-41.2	26-2-070:LP-AF-DIR	1.76E-06	300	4241	LT-AF-Z	g	26-2-070	u		1.50E-02	0		300
This study			26-2-070:LP-ARM	7.77E-05	300	4242	LT-AF-I	g	26-2-070	u		8.00E-02	5.00E-05		300
This study			26-2-070:LP-IRM	1.12E-03	300	4243	LT-IRM	g	26-2-070	u		0	1		300
This study			26-2-070:LP-X		300	4244	LP-X		26-2-070		7.41E-08	1.00E-02	0		300
This study	22.5	-62.6	26-2-073:LP-AF-DIR	2.26E-06	300	4245	LT-AF-Z	g	26-2-073	u		1.50E-02	0		300
This study			26-2-073:LP-ARM	7.06E-05	300	4246	LT-AF-I	g	26-2-073	u		8.00E-02	5.00E-05		300
This study			26-2-073:LP-IRM	1.04E-03	300	4247	LT-IRM	g	26-2-073	u		0	1		300
This study			26-2-073:LP-X		300	4248	LP-X		26-2-073		6.56E-08	1.00E-02	0		300
This study	333.2	-54	26-2-076:LP-AF-DIR	2.74E-06	300	4249	LT-AF-Z	g	26-2-076	u		1.50E-02	0		300
This study			26-2-076:LP-ARM	7.72E-05	300	4250	LT-AF-I	g	26-2-076	u		8.00E-02	5.00E-05		300
This study			26-2-076:LP-IRM	1.10E-03	300	4251	LT-IRM	g	26-2-076	u		0	1		300
This study			26-2-076:LP-X		300	4252	LP-X		26-2-076		7.09E-08	1.00E-02	0		300
This study	352.2	-64.3	26-2-079:LP-AF-DIR	3.45E-06	300	4253	LT-AF-Z	g	26-2-079	u		1.50E-02	0		300
This study			26-2-079:LP-ARM	8.46E-05	300	4254	LT-AF-I	g	26-2-079	u		8.00E-02	5.00E-05		300
This study			26-2-079:LP-IRM	1.20E-03	300	4255	LT-IRM	g	26-2-079	u		0	1		300
This study			26-2-079:LP-X		300	4256	LP-X		26-2-079		7.91E-08	1.00E-02	0		300
This study	348.6	-64.1	26-2-082:LP-AF-DIR	3.08E-06	300	4257	LT-AF-Z	g	26-2-082	u		1.50E-02	0		300
This study			26-2-082:LP-ARM	7.00E-05	300	4258	LT-AF-I	g	26-2-082	u		8.00E-02	5.00E-05		300
This study			26-2-082:LP-IRM	1.11E-03	300	4259	LT-IRM	g	26-2-082	u		0	1		300
This study			26-2-082:LP-X		300	4260	LP-X		26-2-082		7.69E-08	1.00E-02	0		300
This study	15.4	-52.1	26-2-084:LP-AF-DIR	3.08E-06	300	4261	LT-AF-Z	g	26-2-084	u		1.50E-02	0		300
This study			26-2-084:LP-ARM	7.57E-05	300	4262	LT-AF-I	g	26-2-084	u		8.00E-02	5.00E-05		300
This study			26-2-084:LP-IRM	1.09E-03	300	4263	LT-IRM	g	26-2-084	u		0	1		300
This study			26-2-084:LP-X		300	4264	LP-X		26-2-084		8.04E-08	1.00E-02	0		300
This study	359.4	-58.4	26-2-087:LP-AF-DIR	4.19E-06	300	4265	LT-AF-Z	g	26-2-087	u		1.50E-02	0		300
This study			26-2-087:LP-ARM	7.54E-05	300	4266	LT-AF-I	g	26-2-087	u		8.00E-02	5.00E-05		300
This study			26-2-087:LP-IRM	1.14E-03	300	4267	LT-IRM	g	26-2-087	u		0	1		300
This study			26-2-087:LP-X		300	4268	LP-X		26-2-087		7.94E-08	1.00E-02	0		300
This study	16.6	-67	26-2-090:LP-AF-DIR	4.81E-06	300	4269	LT-AF-Z	g	26-2-090	u		1.50E-02	0		300
This study			26-2-090:LP-ARM	8.18E-05	300	4270	LT-AF-I	g	26-2-090	u		8.00E-02	5.00E-05		300
This study			26-2-090:LP-IRM	1.33E-03	300	4271	LT-IRM	g	26-2-090	u		0	1		300
This study			26-2-090:LP-X		300	4272	LP-X		26-2-090		9.38E-08	1.00E-02	0		300
This study	9.1	-50.3	26-2-093:LP-AF-DIR	7.55E-06	300	4273	LT-AF-Z	g	26-2-093	u		1.50E-02	0		300
This study			26-2-093:LP-ARM	8.48E-05	300	4274	LT-AF-I	g	26-2-093	u		8.00E-02	5.00E-05		300
This study			26-2-093:LP-IRM	1.37E-03	300	4275	LT-IRM	g	26-2-093	u		0	1		300
This study			26-2-093:LP-X		300	4276	LP-X		26-2-093		9.36E-08	1.00E-02	0		300
This study	341.4	-50.7	26-2-096:LP-AF-DIR	4.46E-06	300	4277	LT-AF-Z	g	26-2-096	u		1.50E-02	0		300
This study			26-2-096:LP-ARM	6.86E-05	300	4278	LT-AF-I	g	26-2-096	u		8.00E-02	5.00E-05		300
This study			26-2-096:LP-IRM	1.25E-03	300	4279	LT-IRM	g	26-2-096	u		0	1		300
This study			26-2-096:LP-X		300	4280	LP-X		26-2-096		9.62E-08	1.00E-02	0		300
This study	9.6	-59.1	26-2-099:LP-AF-DIR	5.76E-06	300	4281	LT-AF-Z	g	26-2-099	u		1.50E-02	0		300
This study			26-2-099:LP-ARM	8.73E-05	300	4282	LT-AF-I	g	26-2-099	u		8.00E-02	5.00E-05		300
This study			26-2-099:LP-IRM	1.31E-03	300	4283	LT-IRM	g	26-2-099	u		0	1		300
This study			26-2-099:LP-X		300	4284	LP-X		26-2-099		9.87E-08	1.00E-02	0		300
This study	358.5	-53.6	26-2-102:LP-AF-DIR	3.49E-06	300	4285	LT-AF-Z	g	26-2-102	u		1.50E-02	0		300
This study			26-2-102:LP-ARM	9.84E-05	300	4286	LT-AF-I	g	26-2-102	u		8.00E-02	5.00E-05		300
This study			26-2-102:LP-IRM	1.37E-03	300	4287	LT-IRM	g	26-2-102	u		0	1		300
This study			26-2-102:LP-X		300	4288	LP-X		26-2-102		9.66E-08	1.00E-02	0		300
This study	336.8	-56.4	26-2-106:LP-AF-DIR	2.91E-06	300	4289	LT-AF-Z	g	26-2-106	u		1.50E-02	0		300
This study			26-2-106:LP-ARM	8.37E-05	300	4290	LT-AF-I	g	26-2-106	u		8.00E-02	5.00E-05		300
This study			26-2-106:LP-IRM	1.19E-03	300	4291	LT-IRM	g	26-2-106	u		0	1		300
This study			26-2-106:LP-X		300	4292	LP-X		26-2-106		9.39E-08	1.00E-02	0		300
This study	9.7	-66.6	26-2-109:LP-AF-DIR	4.67E-06	300	4293	LT-AF-Z	g	26-2-109	u		1.50E-02	0		300
This study			26-2-109:LP-ARM	9.35E-05	300	4294	LT-AF-I	g	26-2-109	u		8.00E-02	5.00E-05		300
This study			26-2-109:LP-IRM	1.49E-03	300	4295	LT-IRM	g	26-2-109	u		0	1		300
This study			26-2-109:LP-X		300	4296	LP-X		26-2-109		1.14E-07	1.00E-02	0		300
This study	20.5	-55.5	26-2-112:LP-AF-DIR	3.01E-06	300	4297	LT-AF-Z	g	26-2-112	u		1.50E-02	0		300
This study			26-2-112:LP-ARM	5.06E-05	300	4298	LT-AF-I	g	26-2-112	u		8.00E-02	5.00E-05		300
This study			26-2-112:LP-IRM	1.38E-03	300	4299	LT-IRM	g	26-2-112	u		0	1		300
This study			26-2-112:LP-X		300	4300	LP-X		26-2-112		1.16E-07	1.00E-02	0		300
This study	337.2	-63.9	26-2-115:LP-AF-DIR	2.33E-06	300	4301	LT-AF-Z	g	26-2-115	u		1.50E-02	0		300
This study			26-2-115:LP-ARM	9.75E-05	300	4302	LT-AF-I	g	26-2-115	u		8.00E-02	5.00E-05		300
This study			26-2-115:LP-IRM	1.76E-03	300	4303	LT-IRM	g	26-2-115	u		0	1		300
This study			26-2-115:LP-X		300	4304	LP-X		26-2-115		1.32E-07	1.00E-02	0		300
This study	321.5	-35	26-2-117:LP-AF-DIR	1.68E-06	300	4305	LT-AF-Z	g	26-2-117	u		1.50E-02	0		300
This study			26-2-117:LP-ARM	1.05E-04	300	4306	LT-AF-I	g	26-2-117	u		8.00E-02	5.00E-05		300
This study			26-2-117:LP-IRM	1.80E-03	300	4307	LT-IRM	g	26-2-117	u		0	1		300
This study			26-2-117:LP-X		300	4308	LP-X		26-2-117		1.37E-07	1.00E-02	0		300
This study	247.2	-36.9	26-2-120:LP-AF-DIR	1.77E-06	300	4309	LT-AF-Z	g	26-2-120	u		1.50E-02	0		300
This study			26-2-120:LP-ARM	1.10E-04	300	4310	LT-AF-I	g	26-2-120	u		8.00E-02	5.00E-05		300
This study			26-2-120:LP-IRM	1.77E-03	300	4311	LT-IRM	g	26-2-120	u		0	1		300
This study			26-2-120:LP-X		300	4312	LP-X		26-2-120		1.40E-07	1.00E-02	0		300
This study	264.1	-4.8	26-2-122:LP-AF-DIR	1.60E-06	300	4313	LT-AF-Z	g	26-2-122	u		1.50E-02	0		300
This study			26-2-122:LP-ARM	1.15E-04	300	4314	LT-AF-I	g	26-2-122	u		8.00E-02	5.00E-05		300
This study			26-2-122:LP-IRM	1.99E-03	300	4315	LT-IRM	g	26-2-122	u		0	1		300
This study			26-2-122:LP-X		300	4316	LP-X		26-2-122		1.50E-07	1.00E-02	0		300
This study	244.1	16	26-2-125:LP-AF-DIR	2.59E-06	300	4317	LT-AF-Z	g	26-2-125	u		1.50E-02	0		300
This study			26-2-125:LP-ARM	1.11E-04	300	4318	LT-AF-I	g	26-2-125	u		8.00E-02	5.00E-05		300
This study			26-2-125:LP-IRM	1.85E-03	300	4319	LT-IRM	g	26-2-125	u		0	1		300
This study			26-2-125:LP-X		300	4320	LP-X		26-2-125		1.41E-07	1.00E-02	0		300
This study	260.6	45.1	26-2-128:LP-AF-DIR	2.50E-06	300	4321	LT-AF-Z	g	26-2-128	u		1.50E-02	0		300
This study			26-2-128:LP-ARM	1.22E-04	300	4322	LT-AF-I	g	26-2-128	u		8.00E-02	5.00E-05		300
This study			26-2-128:LP-IRM	1.87E-03	300	4323	LT-IRM	g	26-2-128	u		0	1		300
This study			26-2-128:LP-X		300	4324	LP-X		26-2-128		1.39E-07	1.00E-02	0		300
This study	233.9	46	26-2-131:LP-AF-DIR	4.33E-06	300	4325	LT-AF-Z	g	26-2-131	u		1.50E-02	0		300
This study			26-2-131:LP-ARM	9.58E-05	300	4326	LT-AF-I	g	26-2-131	u		8.00E-02	5.00E-05		300
This study			26-2-131:LP-IRM	1.65E-03	300	4327	LT-IRM	g	26-2-131	u		0	1		300
This study			26-2-131:LP-X		300	4328	LP-X		26-2-131		1.29E-07	1.00E-02	0		300
This study	236.5	55	26-2-136:LP-AF-DIR	3.74E-06	300	4329	LT-AF-Z	g	26-2-136	u		1.50E-02	0		300
This study			26-2-136:LP-ARM	9.05E-05	300	4330	LT-AF-I	g	26-2-136	u		8.00E-02	5.00E-05		300
This study			26-2-136:LP-IRM	1.45E-03	300	4331	LT-IRM	g	26-2-136	u		0	1		300
This study			26-2-136:LP-X		300	4332	LP-X		26-2-136		1.20E-07	1.00E-02	0		300
This study	252.1	26	26-2-139:LP-AF-DIR	2.07E-06	300	4333	LT-AF-Z	g	26-2-139	u		1.50E-02	0		300
This study			26-2-139:LP-ARM	8.76E-05	300	4334	LT-AF-I	g	26-2-139	u		8.00E-02	5.00E-05		300
This study			26-2-139:LP-IRM	1.36E-03	300	4335	LT-IRM	g	26-2-139	u		0	1		300
This study			26-2-139:LP-X		300	4336	LP-X		26-2-139		1.07E-07	1.00E-02	0		300
This study	245.7	30.1	26-2-142:LP-AF-DIR	2.36E-06	300	4337	LT-AF-Z	g	26-2-142	u		1.50E-02	0		300
This study			26-2-142:LP-ARM	8.03E-05	300	4338	LT-AF-I	g	26-2-142	u		8.00E-02	5.00E-05		300
This study			26-2-142:LP-IRM	1.29E-03	300	4339	LT-IRM	g	26-2-142	u		0	1		300
This study			26-2-142:LP-X		300	4340	LP-X		26-2-142		9.99E-08	1.00E-02	0		300
This study	253.3	36.7	26-2-146:LP-AF-DIR	2.12E-06	300	4341	LT-AF-Z	g	26-2-146	u		1.50E-02	0		300
This study			26-2-146:LP-ARM	8.15E-05	300	4342	LT-AF-I	g	26-2-146	u		8.00E-02	5.00E-05		300
This study			26-2-146:LP-IRM	1.30E-03	300	4343	LT-IRM	g	26-2-146	u		0	1		300
This study			26-2-146:LP-X		300	4344	LP-X		26-2-146		1.02E-07	1.00E-02	0		300
This study	253.4	24.6	26-2-149:LP-AF-DIR	2.63E-06	300	4345	LT-AF-Z	g	26-2-149	u		1.50E-02	0		300
This study			26-2-149:LP-ARM	8.14E-05	300	4346	LT-AF-I	g	26-2-149	u		8.00E-02	5.00E-05		300
This study			26-2-149:LP-IRM	1.27E-03	300	4347	LT-IRM	g	26-2-149	u		0	1		300
This study			26-2-149:LP-X		300	4348	LP-X		26-2-149		9.56E-08	1.00E-02	0		300
This study	274.5	49.8	26-3-001:LP-AF-DIR	1.66E-06	300	4349	LT-AF-Z	g	26-3-001	u		1.50E-02	0		300
This study			26-3-001:LP-ARM	7.83E-05	300	4350	LT-AF-I	g	26-3-001	u		8.00E-02	5.00E-05		300
This study			26-3-001:LP-IRM	1.20E-03	300	4351	LT-IRM	g	26-3-001	u		0	1		300
This study			26-3-001:LP-X		300	4352	LP-X		26-3-001		9.72E-08	1.00E-02	0		300
This study	250.7	30.7	26-3-004:LP-AF-DIR	1.62E-06	300	4353	LT-AF-Z	g	26-3-004	u		1.50E-02	0		300
This study			26-3-004:LP-ARM	7.50E-05	300	4354	LT-AF-I	g	26-3-004	u		8.00E-02	5.00E-05		300
This study			26-3-004:LP-IRM	1.10E-03	300	4355	LT-IRM	g	26-3-004	u		0	1		300
This study			26-3-004:LP-X		300	4356	LP-X		26-3-004		9.24E-08	1.00E-02	0		300
This study	254	44.7	26-3-007:LP-AF-DIR	2.45E-06	300	4357	LT-AF-Z	g	26-3-007	u		1.50E-02	0		300
This study			26-3-007:LP-ARM	7.66E-05	300	4358	LT-AF-I	g	26-3-007	u		8.00E-02	5.00E-05		300
This study			26-3-007:LP-IRM	1.19E-03	300	4359	LT-IRM	g	26-3-007	u		0	1		300
This study			26-3-007:LP-X		300	4360	LP-X		26-3-007		1.00E-07	1.00E-02	0		300
This study	243.7	46.4	26-3-011:LP-AF-DIR	2.05E-06	300	4361	LT-AF-Z	g	26-3-011	u		1.50E-02	0		300
This study			26-3-011:LP-ARM	7.94E-05	300	4362	LT-AF-I	g	26-3-011	u		8.00E-02	5.00E-05		300
This study			26-3-011:LP-IRM	1.24E-03	300	4363	LT-IRM	g	26-3-011	u		0	1		300
This study			26-3-011:LP-X		300	4364	LP-X		26-3-011		1.04E-07	1.00E-02	0		300
This study	249.2	46.5	26-3-014:LP-AF-DIR	3.54E-06	300	4365	LT-AF-Z	g	26-3-014	u		1.50E-02	0		300
This study			26-3-014:LP-ARM	8.31E-05	300	4366	LT-AF-I	g	26-3-014	u		8.00E-02	5.00E-05		300
This study			26-3-014:LP-IRM	1.45E-03	300	4367	LT-IRM	g	26-3-014	u		0	1		300
This study			26-3-014:LP-X		300	4368	LP-X		26-3-014		1.26E-07	1.00E-02	0		300
This study	249.5	47.5	26-3-017:LP-AF-DIR	3.88E-06	300	4369	LT-AF-Z	g	26-3-017	u		1.50E-02	0		300
This study			26-3-017:LP-ARM	9.45E-05	300	4370	LT-AF-I	g	26-3-017	u		8.00E-02	5.00E-05		300
This study			26-3-017:LP-IRM	1.67E-03	300	4371	LT-IRM	g	26-3-017	u		0	1		300
This study			26-3-017:LP-X		300	4372	LP-X		26-3-017		1.50E-07	1.00E-02	0		300
This study	238.8	41.2	26-3-021:LP-AF-DIR	3.67E-06	300	4373	LT-AF-Z	g	26-3-021	u		1.50E-02	0		300
This study			26-3-021:LP-ARM	8.72E-05	300	4374	LT-AF-I	g	26-3-021	u		8.00E-02	5.00E-05		300
This study			26-3-021:LP-IRM	1.33E-03	300	4375	LT-IRM	g	26-3-021	u		0	1		300
This study			26-3-021:LP-X		300	4376	LP-X		26-3-021		1.08E-07	1.00E-02	0		300
This study	237.6	49.7	26-3-024:LP-AF-DIR	3.11E-06	300	4377	LT-AF-Z	g	26-3-024	u		1.50E-02	0		300
This study			26-3-024:LP-ARM	8.38E-05	300	4378	LT-AF-I	g	26-3-024	u		8.00E-02	5.00E-05		300
This study			26-3-024:LP-IRM	1.23E-03	300	4379	LT-IRM	g	26-3-024	u		0	1		300
This study			26-3-024:LP-X		300	4380	LP-X		26-3-024		9.89E-08	1.00E-02	0		300
This study	247.5	57.4	26-3-030:LP-AF-DIR	2.46E-06	300	4381	LT-AF-Z	g	26-3-030	u		1.50E-02	0		300
This study			26-3-030:LP-ARM	7.77E-05	300	4382	LT-AF-I	g	26-3-030	u		8.00E-02	5.00E-05		300
This study			26-3-030:LP-IRM	1.18E-03	300	4383	LT-IRM	g	26-3-030	u		0	1		300
This study			26-3-030:LP-X		300	4384	LP-X		26-3-030		9.45E-08	1.00E-02	0		300
This study	266.1	42.6	26-3-033:LP-AF-DIR	2.11E-06	300	4385	LT-AF-Z	g	26-3-033	u		1.50E-02	0		300
This study			26-3-033:LP-ARM	7.87E-05	300	4386	LT-AF-I	g	26-3-033	u		8.00E-02	5.00E-05		300
This study			26-3-033:LP-IRM	1.18E-03	300	4387	LT-IRM	g	26-3-033	u		0	1		300
This study			26-3-033:LP-X		300	4388	LP-X		26-3-033		9.12E-08	1.00E-02	0		300
This study	288.1	28.8	26-3-036:LP-AF-DIR	1.78E-06	300	4389	LT-AF-Z	g	26-3-036	u		1.50E-02	0		300
This study			26-3-036:LP-ARM	7.84E-05	300	4390	LT-AF-I	g	26-3-036	u		8.00E-02	5.00E-05		300
This study			26-3-036:LP-IRM	1.23E-03	300	4391	LT-IRM	g	26-3-036	u		0	1		300
This study			26-3-036:LP-X		300	4392	LP-X		26-3-036		9.39E-08	1.00E-02	0		300
This study	334.4	-13.9	26-3-039:LP-AF-DIR	1.75E-06	300	4393	LT-AF-Z	g	26-3-039	u		1.50E-02	0		300
This study			26-3-039:LP-ARM	8.30E-05	300	4394	LT-AF-I	g	26-3-039	u		8.00E-02	5.00E-05		300
This study			26-3-039:LP-IRM	1.33E-03	300	4395	LT-IRM	g	26-3-039	u		0	1		300
This study			26-3-039:LP-X		300	4396	LP-X		26-3-039		9.78E-08	1.00E-02	0		300
This study	7.6	-38	26-3-043:LP-AF-DIR	1.91E-06	300	4397	LT-AF-Z	g	26-3-043	u		1.50E-02	0		300
This study			26-3-043:LP-ARM	8.13E-05	300	4398	LT-AF-I	g	26-3-043	u		8.00E-02	5.00E-05		300
