tab 	specimens
aniso_alt	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_n	aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	geologic_classes	geologic_types	int_abs	int_b_beta	int_corr	int_corr_anisotropy	int_corr_cooling_rate	int_dang	int_drats	int_f	int_fvds	int_g	int_mad_free	int_n_measurements	int_n_ptrm	int_q	int_treat_dc_field	lithologies	magic_method_codes	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
	3.791693	2.256864	2.484334	6.000000	0.346143:0.318738:0.335119:0.015047:0.004154:-0.012546		0.011169					This study	Critical F: 3.1059									LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh03h08			7.81e-05	0.02	c	1.05	0.95	1.67	2.20	0.90	0.86	0.90	2.17	12	6	38.83	6.00e-05		AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	858	423	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh03h		mgh03h08
4.64	187.293463	70.802141	170.500665	6.000000	0.262005:0.341060:0.396935:-0.024826:0.015420:-0.001171	6.000000	0.004826	ATRM				This study	Critical F: 3.1059									mgh03i01;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgh03i		mgh03i01
	187.293463	70.802141	170.500665	6.000000	0.262005:0.341060:0.396935:-0.024826:0.015420:-0.001171		0.004826					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh03i01			7.73e-05	0.02	c	1.12	0.92	1.33	1.33	0.79	0.78	0.83	2.94	8	4	31.62	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	773	473	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh03i		mgh03i01
3.55	37.005421	16.555542	30.396368	6.000000	0.318353:0.331553:0.350093:0.013885:-0.024771:0.055286	6.000000	0.009434	ATRM				This study	Critical F: 3.1059									mgh03i02;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgh03i		mgh03i02
	37.005421	16.555542	30.396368	6.000000	0.318353:0.331553:0.350093:0.013885:-0.024771:0.055286		0.009434					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh03i02			8.07e-05	0.03	c	1.05	0.92	1.84	2.84	0.82	0.81	0.85	2.66	9	4	20.39	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	773	423	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh03i		mgh03i02
2.09	105.983464	23.962954	120.925737	6.000000	0.382376:0.343529:0.274095:0.012795:-0.026609:0.044511	6.000000	0.006652	ATRM				This study	Critical F: 3.1059									mgh03i03;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgh03i		mgh03i03
	105.983464	23.962954	120.925737	6.000000	0.382376:0.343529:0.274095:0.012795:-0.026609:0.044511		0.006652					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh03i03			1.07e-04	0.02	c	0.80	0.93	0.60	5.60	0.99	0.91	0.88	3.26	14	6	42.39	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	273	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh03i		mgh03i03
1.29	145.818411	86.674911	95.671790	6.000000	0.351057:0.316768:0.332176:0.022979:-0.022284:0.063227	6.000000	0.005401	ATRM				This study	Critical F: 3.1059									mgh03i04;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgh03i		mgh03i04
	145.818411	86.674911	95.671790	6.000000	0.351057:0.316768:0.332176:0.022979:-0.022284:0.063227		0.005401					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh03i04			8.83e-05	0.02	c	0.99	0.94	0.56	3.37	0.99	0.90	0.87	3.10	14	6	52.10	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	863	273	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh03i		mgh03i04
3.90	15.288033	4.550060	15.670867	6.000000	0.315810:0.344748:0.339442:0.043901:-0.005543:0.015509	6.000000	0.011290	ATRM				This study	Critical F: 3.1059									mgh03i05;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgh03i		mgh03i05
	15.288033	4.550060	15.670867	6.000000	0.315810:0.344748:0.339442:0.043901:-0.005543:0.015509		0.011290					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh03i05			8.41e-05	0.01	c	1.02	0.93	1.23	3.98	0.81	0.84	0.83	1.65	9	4	48.41	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	773	423	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh03i		mgh03i05
5.13	61.572766	40.930088	36.086531	6.000000	0.364545:0.308484:0.326971:-0.015130:-0.028823:-0.054712	6.000000	0.007954	ATRM				This study	Critical F: 3.1059									mgh03i06;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgh03i		mgh03i06
2.18	31.612079	5.192448	39.719154	6.000000	0.315001:0.314383:0.370616:0.037075:0.026611:-0.023970	6.000000	0.009676	ATRM				This study	Critical F: 3.1059									mgh03i07;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgh03i		mgh03i07
	31.612079	5.192448	39.719154	6.000000	0.315001:0.314383:0.370616:0.037075:0.026611:-0.023970		0.009676					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh03i07			7.82e-05	0.02	c	1.10	0.93	1.98	2.67	0.87	0.85	0.84	3.09	11	4	31.43	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	773	273	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh03i		mgh03i07
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh03j		mgh03j01
3.96	7.237343	5.158106	3.916811	6.000000	0.335400:0.347592:0.317008:-0.009309:0.005754:-0.010304	6.000000	0.007154	ATRM				This study	Critical F: 3.1059									mgh03j02;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgh03j		mgh03j02
	7.237343	5.158106	3.916811	6.000000	0.335400:0.347592:0.317008:-0.009309:0.005754:-0.010304		0.007154					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh03j02			9.49e-05	0.04	c	0.96	0.99	8.84	5.78	0.90	0.88	0.89	3.96	11	4	21.69	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	773	273	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh03j		mgh03j02
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh03j		mgh03j03
4.16	7.003944	3.599250	5.204897	6.000000	0.337717:0.315235:0.347048:-0.002155:0.003110:0.007129	6.000000	0.006163	ATRM				This study	Critical F: 3.1059									mgh03j04;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgh03j		mgh03j04
	7.003944	3.599250	5.204897	6.000000	0.337717:0.315235:0.347048:-0.002155:0.003110:0.007129		0.006163					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh03j04			8.73e-05	0.05	c	1.04	0.98	9.74	0.34	0.79	0.78	0.87	2.91	9	4	13.03	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	743	373	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh03j		mgh03j04
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh03j		mgh03j05
2.45	2.182001	0.965793	1.804896	6.000000	0.324720:0.340082:0.335198:0.000821:-0.005330:-0.007539	6.000000	0.007354	ATRM				This study	Critical F: 3.1059									mgh03j06;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgh03j		mgh03j06
	2.182001	0.965793	1.804896	6.000000	0.324720:0.340082:0.335198:0.000821:-0.005330:-0.007539		0.007354					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh03j06			9.02e-05	0.04	c	1.01	0.99	5.52	0.89	0.83	0.81	0.88	3.60	10	4	18.25	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	773	373	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh03j		mgh03j06
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh03j		mgh03j07
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh03j		mgh03j08
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh03j		mgh03j09
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh03j		mgh03j10
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh03k		mgh03k01
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh03k		mgh03k02
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh05a		mgh05a01
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh05a		mgh05a02
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh05a		mgh05a03
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh05a		mgh05a04
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh05a		mgh05a05
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh05a		mgh05a06
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh05b		mgh05b01
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh05b		mgh05b02
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh05b		mgh05b03
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh05b		mgh05b04
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh05b		mgh05b05
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh05b		mgh05b06
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh05b		mgh05b07
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh05c		mgh05c01
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh05c		mgh05c02
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh05c		mgh05c03
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh05d		mgh05d01
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh05d		mgh05d02
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh05d		mgh05d03
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh05d		mgh05d04
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh05e		mgh05e01
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh05e		mgh05e02
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh05e		mgh05e03
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study										LP-PI-ALT-PTRM: LP-PI-BT-IZZI : LP-PI-TRM :mgh05f01	Archeologic	Ceramic	8.26e-05	0.04	u	1.00		1.94	3.49	1.00	1.00	0.86	3.77	11	4	19.93	6.00e-05	Not Specified	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	803	273	K	IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh05f		mgh05f01
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh05f		mgh05f02
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh05f		mgh05f03
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh07a		mgh07a01
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh07a		mgh07a02
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh07a		mgh07a03
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh07b		mgh07b01
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh07b		mgh07b02
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh07b		mgh07b03
4.79	5.799086	4.631388	2.703356	6.000000	0.342928:0.310847:0.346224:0.012093:0.004552:0.015080	6.000000	0.010349	ATRM				This study	Critical F: 3.1059									mgh07b04;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgh07b		mgh07b04
	5.799086	4.631388	2.703356	6.000000	0.342928:0.310847:0.346224:0.012093:0.004552:0.015080		0.010349					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh07b04			7.70e-05	0.03	c	0.98	0.95	1.46	2.44	0.76	0.75	0.87	3.67	9	3	23.21	7.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	473	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh07b		mgh07b04
4.69	4.790695	1.390850	4.964001	6.000000	0.352623:0.308382:0.338995:-0.013738:-0.003332:-0.004805	6.000000	0.011089	ATRM				This study	Critical F: 3.1059									mgh07b05;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgh07b		mgh07b05
	4.790695	1.390850	4.964001	6.000000	0.352623:0.308382:0.338995:-0.013738:-0.003332:-0.004805		0.011089					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh07b05			7.82e-05	0.01	c	1.01	0.96	1.35	4.06	0.79	0.79	0.87	2.68	10	5	51.42	7.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	853	473	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh07b		mgh07b05
4.92	8.067193	6.152696	4.007633	6.000000	0.340925:0.325772:0.333303:0.003356:-0.017050:-0.014178	6.000000	0.007455	ATRM				This study	Critical F: 3.1059									mgh07b06;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgh07b		mgh07b06
	8.067193	6.152696	4.007633	6.000000	0.340925:0.325772:0.333303:0.003356:-0.017050:-0.014178		0.007455					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh07b06			8.15e-05	0.03	c	0.99	0.95	2.60	3.45	0.84	0.82	0.88	3.56	11	5	21.25	7.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	853	373	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh07b		mgh07b06
5.49	3.794347	5.166319	0.440113	6.000000	0.323818:0.310075:0.366107:0.005254:0.001887:0.012523	6.000000	0.014813	ATRM				This study	Critical F: 3.1059									mgh07b07;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgh07b		mgh07b07
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh07c		mgh07c01
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh07c		mgh07c02
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh07c		mgh07c03
2.72	1.056677	1.076372	0.318952	6.000000	0.358530:0.308147:0.333323:-0.009991:-0.012119:0.016699	6.000000	0.029637	ATRM				This study	Critical F: 3.1059									mgh07d01;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgh07d		mgh07d01
	1.056677	1.076372	0.318952	6.000000	0.358530:0.308147:0.333323:-0.009991:-0.012119:0.016699		0.029637					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh07d01			7.76e-05	0.05	c	0.91	0.96	2.11	4.96	0.81	0.88	0.88	2.83	10	5	13.68	7.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	853	473	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh07d		mgh07d01
10.53	1.770693	0.185501	2.459142	6.000000	0.340571:0.317940:0.341489:-0.003190:0.000487:-0.002818	6.000000	0.009417	ATRM				This study	Critical F: 3.1059									mgh07d02;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgh07d		mgh07d02
	1.770693	0.185501	2.459142	6.000000	0.340571:0.317940:0.341489:-0.003190:0.000487:-0.002818		0.009417					This study	Critical F: 3.1059									LP-AN-ARM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh07d02			6.79e-05	0.03	c	0.99	0.97	3.05	2.58	0.82	0.80	0.84	3.54	10	4	20.06	7.00e-05		AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	373	K	AE-H:DA-AC-AARM:DA-CR:IE-TT:LP-AN-ARM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh07d		mgh07d02
				6.000000	0.360148:0.294333:0.345518:-0.002345:0.012559:-0.007869		0.015499					This study											Archeologic	Ceramic																Not Specified							mgh07d		mgh07d03
1.96	1.973859	1.683566	0.833109	6.000000	0.326942:0.334961:0.338098:-0.005404:-0.016781:-0.004368	6.000000	0.012129	ATRM				This study	Critical F: 3.1059									mgh07d04;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgh07d		mgh07d04
	1.973859	1.683566	0.833109	6.000000	0.326942:0.334961:0.338098:-0.005404:-0.016781:-0.004368		0.012129					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh07d04			7.05e-05	0.06	c	0.99	0.97	0.48	3.81	0.76	0.81	0.87	0.84	9	5	10.70	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	523	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh07d		mgh07d04
4.56	3.752515	2.185474	2.508888	6.000000	0.321969:0.346092:0.331939:-0.011712:-0.005473:0.015315	6.000000	0.010815	ATRM				This study	Critical F: 3.1059									mgh07d05;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgh07d		mgh07d05
	3.752515	2.185474	2.508888	6.000000	0.321969:0.346092:0.331939:-0.011712:-0.005473:0.015315		0.010815					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh07d05			7.22e-05	0.04	c	0.97	0.95	0.84	5.11	0.77	0.84	0.88	2.14	10	5	18.83	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	473	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh07d		mgh07d05
4.42	97.394873	146.038998	6.283498	6.000000	0.330577:0.313323:0.356101:0.032997:0.023968:0.050492	6.000000	0.006197	ATRM				This study	Critical F: 3.1059									mgh07d06;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgh07d		mgh07d06
	97.394873	146.038998	6.283498	6.000000	0.330577:0.313323:0.356101:0.032997:0.023968:0.050492		0.006197					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh07d06			7.72e-05	0.04	c	0.94	0.98	1.50	4.36	0.82	0.80	0.85	2.58	9	5	18.69	6.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	858	573	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh07d		mgh07d06
4.35	25.779619	27.043547	7.270810	6.000000	0.322973:0.355101:0.321926:0.024046:0.009105:0.019383	6.000000	0.006574	ATRM				This study	Critical F: 3.1059									mgh07e01;ATRM	Archeologic	Ceramic																Not Specified	AE-H:LP-AN-TRM				AE-H:LP-AN-TRM		mgh07e		mgh07e01
	25.779619	27.043547	7.270810	6.000000	0.322973:0.355101:0.321926:0.024046:0.009105:0.019383		0.006574					This study	Critical F: 3.1059									LP-AN-TRM: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-TRM :mgh07e01			7.22e-05	0.01	c	0.95	0.93	0.42	7.22	0.82	0.86	0.89	4.38	10	4	53.74	7.00e-05		AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM	833	373	K	AE-H:DA-AC-ATRM:DA-CR:IE-TT:LP-AN-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM		mgh07e		mgh07e01
