tab	measurements
measurement	experiment	specimen	dir_dec	dir_inc	treat_ac_field	treat_step_num	treat_temp	magn_volume	citations	method_codes	quality	sequence	standard	meas_temp	description	software_packages	timestamp	magn_moment
ST27:LP-DIR-AF12	ST27:LP-DIR-AF	ST27	167	-62	1.000e-01	12	2.730e+02	576.3E-03	This study	LT-AF-Z:LP-DIR-AF	g	626	u	2.730e+02		pmagpy-4.1.5	2013-09-08T00:00:00Z	6.9156e-06
ST38B:LP-DIR-AF0	ST38B:LP-DIR-AF	ST38B	52	-12	0	0	2.730e+02	2.165E+00	This study	LT-NO:LP-DIR-AF	g	627	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	2.5980000000000002e-05
ST38B:LP-DIR-AF1	ST38B:LP-DIR-AF	ST38B	99	-33	1.000e-02	1	2.730e+02	1.607E+00	This study	LT-AF-Z:LP-DIR-AF	g	628	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	1.9284e-05
ST38B:LP-DIR-AF2	ST38B:LP-DIR-AF	ST38B	98	-36	1.500e-02	2	2.730e+02	996.9E-03	This study	LT-AF-Z:LP-DIR-AF	g	629	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	1.19628e-05
ST38B:LP-DIR-AF3	ST38B:LP-DIR-AF	ST38B	97	-37	2.000e-02	3	2.730e+02	686.5E-03	This study	LT-AF-Z:LP-DIR-AF	g	630	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	8.238e-06
ST38B:LP-DIR-AF4	ST38B:LP-DIR-AF	ST38B	98	-38	2.500e-02	4	2.730e+02	524.0E-03	This study	LT-AF-Z:LP-DIR-AF	g	631	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	6.288000000000001e-06
ST38B:LP-DIR-AF5	ST38B:LP-DIR-AF	ST38B	104	-39	3.000e-02	5	2.730e+02	472.1E-03	This study	LT-AF-Z:LP-DIR-AF	g	632	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	5.6652e-06
ST38B:LP-DIR-AF6	ST38B:LP-DIR-AF	ST38B	100	-39	4.000e-02	6	2.730e+02	377.4E-03	This study	LT-AF-Z:LP-DIR-AF	g	633	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	4.528800000000001e-06
ST38B:LP-DIR-AF7	ST38B:LP-DIR-AF	ST38B	102	-43	5.000e-02	7	2.730e+02	335.6E-03	This study	LT-AF-Z:LP-DIR-AF	g	634	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	4.0272e-06
ST38B:LP-DIR-AF8	ST38B:LP-DIR-AF	ST38B	109	-39	6.000e-02	8	2.730e+02	312.4E-03	This study	LT-AF-Z:LP-DIR-AF	g	635	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	3.7488000000000004e-06
ST38B:LP-DIR-AF9	ST38B:LP-DIR-AF	ST38B	107	-38	7.000e-02	9	2.730e+02	288.9E-03	This study	LT-AF-Z:LP-DIR-AF	g	636	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	3.4668e-06
ST45:LP-DIR-AF0	ST45:LP-DIR-AF	ST45	286	-27	0	0	2.730e+02	1.891E+00	This study	LT-NO:LP-DIR-AF	g	637	u	2.730e+02		pmagpy-4.1.5	2013-09-08T00:00:00Z	2.2692000000000002e-05
ST45:LP-DIR-AF1	ST45:LP-DIR-AF	ST45	297	-36	1.000e-02	1	2.730e+02	2.414E+00	This study	LT-AF-Z:LP-DIR-AF	g	638	u	2.730e+02		pmagpy-4.1.5	2013-09-08T00:00:00Z	2.8968e-05
ST45:LP-DIR-AF2	ST45:LP-DIR-AF	ST45	296	-38	1.500e-02	2	2.730e+02	1.558E+00	This study	LT-AF-Z:LP-DIR-AF	g	639	u	2.730e+02		pmagpy-4.1.5	2013-09-08T00:00:00Z	1.8696000000000002e-05
ST45:LP-DIR-AF3	ST45:LP-DIR-AF	ST45	295	-40	2.000e-02	3	2.730e+02	976.9E-03	This study	LT-AF-Z:LP-DIR-AF	g	640	u	2.730e+02		pmagpy-4.1.5	2013-09-08T00:00:00Z	1.17228e-05
ST45:LP-DIR-AF4	ST45:LP-DIR-AF	ST45	295	-42	2.500e-02	4	2.730e+02	681.4E-03	This study	LT-AF-Z:LP-DIR-AF	g	641	u	2.730e+02		pmagpy-4.1.5	2013-09-08T00:00:00Z	8.176800000000001e-06
ST45:LP-DIR-AF5	ST45:LP-DIR-AF	ST45	290	-44	3.000e-02	5	2.730e+02	544.9E-03	This study	LT-AF-Z:LP-DIR-AF	g	642	u	2.730e+02		pmagpy-4.1.5	2013-09-08T00:00:00Z	6.538800000000001e-06
ST45:LP-DIR-AF6	ST45:LP-DIR-AF	ST45	294	-45	4.000e-02	6	2.730e+02	439.5E-03	This study	LT-AF-Z:LP-DIR-AF	g	643	u	2.730e+02		pmagpy-4.1.5	2013-09-08T00:00:00Z	5.274e-06
ST45:LP-DIR-AF7	ST45:LP-DIR-AF	ST45	296	-44	5.000e-02	7	2.730e+02	372.5E-03	This study	LT-AF-Z:LP-DIR-AF	g	644	u	2.730e+02		pmagpy-4.1.5	2013-09-08T00:00:00Z	4.47e-06
ST45:LP-DIR-AF8	ST45:LP-DIR-AF	ST45	292	-46	6.000e-02	8	2.730e+02	320.1E-03	This study	LT-AF-Z:LP-DIR-AF	g	645	u	2.730e+02		pmagpy-4.1.5	2013-09-08T00:00:00Z	3.8412e-06
ST45:LP-DIR-AF9	ST45:LP-DIR-AF	ST45	289	-44	7.000e-02	9	2.730e+02	280.5E-03	This study	LT-AF-Z:LP-DIR-AF	g	646	u	2.730e+02		pmagpy-4.1.5	2013-09-08T00:00:00Z	3.3660000000000005e-06
ST46:LP-DIR-AF0	ST46:LP-DIR-AF	ST46	285	-39	0	0	2.730e+02	4.956E+00	This study	LT-NO:LP-DIR-AF	g	647	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	5.947200000000001e-05
ST46:LP-DIR-AF1	ST46:LP-DIR-AF	ST46	298	-36	1.000e-02	1	2.730e+02	4.353E+00	This study	LT-AF-Z:LP-DIR-AF	g	648	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	5.2236e-05
ST46:LP-DIR-AF2	ST46:LP-DIR-AF	ST46	298	-36	1.500e-02	2	2.730e+02	2.647E+00	This study	LT-AF-Z:LP-DIR-AF	g	649	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	3.1763999999999996e-05
ST46:LP-DIR-AF3	ST46:LP-DIR-AF	ST46	296	-37	2.000e-02	3	2.730e+02	1.574E+00	This study	LT-AF-Z:LP-DIR-AF	g	650	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	1.8888000000000003e-05
ST46:LP-DIR-AF4	ST46:LP-DIR-AF	ST46	295	-38	2.500e-02	4	2.730e+02	942.6E-03	This study	LT-AF-Z:LP-DIR-AF	g	651	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	1.13112e-05
ST46:LP-DIR-AF5	ST46:LP-DIR-AF	ST46	292	-39	3.000e-02	5	2.730e+02	640.2E-03	This study	LT-AF-Z:LP-DIR-AF	g	652	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	7.6824e-06
ST46:LP-DIR-AF6	ST46:LP-DIR-AF	ST46	292	-40	4.000e-02	6	2.730e+02	422.4E-03	This study	LT-AF-Z:LP-DIR-AF	g	653	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	5.0688000000000005e-06
ST46:LP-DIR-AF7	ST46:LP-DIR-AF	ST46	288	-42	5.000e-02	7	2.730e+02	357.2E-03	This study	LT-AF-Z:LP-DIR-AF	g	654	u	2.730e+02		pmagpy-4.1.5	2013-08-29T00:00:00Z	4.2864e-06
